Date,oil_production
5/10/91,7303
5/3/91,7295
4/26/91,7346
4/19/91,7370
4/12/91,7334
4/5/91,7356
3/29/91,7383
3/22/91,7385
3/15/91,7412
3/8/91,7394
3/1/91,7404
2/22/91,7415
2/15/91,7427
2/8/91,7463
2/1/91,7477
1/25/91,7219
1/18/91,7461
1/11/91,7475
1/4/91,7481
12/28/90,7559
12/21/90,7245
12/14/90,7474
12/7/90,6996
11/30/90,7235
11/23/90,7440
11/16/90,6910
11/9/90,7284
11/2/90,7342
10/26/90,7329
10/19/90,7261
10/12/90,7261
10/5/90,7261
9/28/90,7041
9/21/90,7041
9/14/90,6991
9/7/90,6991
8/31/90,6971
8/24/90,6971
8/17/90,6971
8/10/90,6971
8/3/90,6971
7/27/90,7130
7/20/90,7130
7/13/90,7130
7/6/90,7130
6/29/90,6981
6/22/90,6981
6/15/90,6981
6/8/90,6981
6/1/90,7241
5/25/90,7241
5/18/90,7241
5/11/90,7241
5/4/90,7241
4/27/90,7310
4/20/90,7310
4/13/90,7310
4/6/90,7310
3/30/90,7411
3/23/90,7411
3/16/90,7411
3/9/90,7411
3/2/90,7411
2/23/90,7399
2/16/90,7399
2/9/90,7399
2/2/90,7399
1/26/90,7512
1/19/90,7512
1/12/90,7512
1/5/90,7512
12/29/89,7565
12/22/89,7565
12/15/89,7565
12/8/89,7565
12/1/89,7601
11/24/89,7601
11/17/89,7601
11/10/89,7601
11/3/89,7601
10/27/89,7644
10/20/89,7644
10/13/89,7644
10/6/89,7644
9/29/89,7641
9/22/89,7641
9/15/89,7641
9/8/89,7641
9/1/89,7662
8/25/89,7662
8/18/89,7662
8/11/89,7662
8/4/89,7662
7/28/89,7622
7/21/89,7622
7/14/89,7622
7/7/89,7622
6/30/89,7726
6/23/89,7726
6/16/89,7726
6/9/89,7726
6/2/89,7726
5/26/89,7843
5/19/89,7843
5/12/89,7843
5/5/89,7843
4/28/89,7880
4/21/89,7880
4/14/89,7880
4/7/89,7880
3/31/89,7921
3/24/89,7921
3/17/89,7921
3/10/89,7921
3/3/89,7921
2/24/89,7965
2/17/89,7965
2/10/89,7965
2/3/89,7965
1/27/89,8021
1/20/89,8021
1/13/89,8021
1/6/89,8021
12/30/88,8035
12/23/88,8035
12/16/88,8035
12/9/88,8035
12/2/88,8035
11/25/88,8026
11/18/88,8026
11/11/88,8026
11/4/88,8026
10/28/88,8085
10/21/88,8085
10/14/88,8085
10/7/88,8085
9/30/88,8147
9/23/88,8147
9/16/88,8147
9/9/88,8147
9/2/88,8147
8/26/88,8128
8/19/88,8128
8/12/88,8128
8/5/88,8128
7/29/88,8189
7/22/88,8189
7/15/88,8189
7/8/88,8189
7/1/88,8210
6/24/88,8210
6/17/88,8210
6/10/88,8210
6/3/88,8210
5/27/88,8240
5/20/88,8240
5/13/88,8240
5/6/88,8240
4/29/88,8269
4/22/88,8269
4/15/88,8269
4/8/88,8269
4/1/88,8306
3/25/88,8306
3/18/88,8306
3/11/88,8306
3/4/88,8306
2/26/88,8353
2/19/88,8353
2/12/88,8353
2/5/88,8353
1/29/88,8395
1/22/88,8395
1/15/88,8395
1/8/88,8395
1/1/88,8348
12/25/87,8348
12/18/87,8348
12/11/87,8348
12/4/87,8348
11/27/87,8283
11/20/87,8283
11/13/87,8283
11/6/87,8283
10/30/87,8281
10/23/87,8281
10/16/87,8281
10/9/87,8281
10/2/87,8281
9/25/87,8162
9/18/87,8162
9/11/87,8162
9/4/87,8162
8/28/87,8204
8/21/87,8204
8/14/87,8204
8/7/87,8204
7/31/87,8287
7/24/87,8287
7/17/87,8287
7/10/87,8287
7/3/87,8287
6/26/87,8303
6/19/87,8303
6/12/87,8303
6/5/87,8303
5/29/87,8296
5/22/87,8296
5/15/87,8296
5/8/87,8296
5/1/87,8361
4/24/87,8361
4/17/87,8361
4/10/87,8361
4/3/87,8361
3/27/87,8336
3/20/87,8336
3/13/87,8336
3/6/87,8336
2/27/87,8383
2/20/87,8383
2/13/87,8383
2/6/87,8383
1/30/87,8354
1/23/87,8354
1/16/87,8354
1/9/87,8354
1/2/87,8353
12/26/86,8348
12/19/86,8348
12/12/86,8348
12/5/86,8348
11/28/86,8321
11/21/86,8321
11/14/86,8321
11/7/86,8321
10/31/86,8773
10/24/86,8773
10/17/86,8773
10/10/86,8773
10/3/86,8773
9/26/86,8671
9/19/86,8671
9/12/86,8671
9/5/86,8671
8/29/86,8708
8/22/86,8708
8/15/86,8708
8/8/86,8708
8/1/86,8737
7/25/86,8737
7/18/86,8737
7/11/86,8737
7/4/86,8737
6/27/86,8792
6/20/86,8792
6/13/86,8792
6/6/86,8792
5/30/86,8805
5/23/86,8805
5/16/86,8805
5/9/86,8805
5/2/86,8805
4/25/86,8815
4/18/86,8815
4/11/86,8815
4/4/86,8815
3/28/86,8939
3/21/86,8939
3/14/86,8939
3/7/86,8939
2/28/86,8939
2/21/86,8940
2/14/86,8940
2/7/86,8940
1/31/86,8942
1/24/86,8942
1/17/86,8942
1/10/86,8942
1/3/86,8942
12/27/85,8930
12/20/85,8930
12/13/85,8930
12/6/85,8930
11/29/85,8932
11/22/85,8932
11/15/85,8932
11/8/85,8932
11/1/85,8932
10/25/85,8943
10/18/85,8943
10/11/85,8943
10/4/85,8943
9/27/85,8874
9/20/85,8874
9/13/85,8874
9/6/85,8874
8/30/85,8895
8/23/85,8895
8/16/85,8895
8/9/85,8895
8/2/85,8895
7/26/85,8904
7/19/85,8904
7/12/85,8904
7/5/85,8904
6/28/85,8965
6/21/85,8965
6/14/85,8965
6/7/85,8965
5/31/85,8969
5/24/85,8969
5/17/85,8969
5/10/85,8969
5/3/85,8969
4/26/85,8842
4/19/85,8842
4/12/85,8842
4/5/85,8842
3/29/85,8927
3/22/85,8927
3/15/85,8927
3/8/85,8927
3/1/85,8927
2/22/85,8928
2/15/85,8928
2/8/85,8928
2/1/85,8928
1/25/85,8929
1/18/85,8929
1/11/85,8929
1/4/85,8929
12/28/84,8797
12/21/84,8797
12/14/84,8797
12/7/84,8797
11/30/84,8846
11/23/84,8846
11/16/84,8846
11/9/84,8846
11/2/84,8846
10/26/84,8847
10/19/84,8847
10/12/84,8847
10/5/84,8847
9/28/84,8759
9/21/84,8759
9/14/84,8759
9/7/84,8759
8/31/84,8781
8/24/84,8781
8/17/84,8781
8/10/84,8781
8/3/84,8781
7/27/84,8769
7/20/84,8769
7/13/84,8769
7/6/84,8769
6/29/84,8743
6/22/84,8743
6/15/84,8743
6/8/84,8743
6/1/84,8743
5/25/84,8753
5/18/84,8753
5/11/84,8753
5/4/84,8753
4/27/84,8688
4/20/84,8688
4/13/84,8688
4/6/84,8688
3/30/84,8718
3/23/84,8718
3/16/84,8718
3/9/84,8718
3/2/84,8718
2/24/84,8726
2/17/84,8726
2/10/84,8726
2/3/84,8726
1/27/84,8659
1/20/84,8659
1/13/84,8659
1/6/84,8659
12/30/83,8612
12/23/83,8612
12/16/83,8612
12/9/83,8612
12/2/83,8612
11/25/83,8624
11/18/83,8624
11/11/83,8624
11/4/83,8624
10/28/83,8654
10/21/83,8654
10/14/83,8654
10/7/83,8654
9/30/83,8666
9/23/83,8666
9/16/83,8666
9/9/83,8666
9/2/83,8666
8/26/83,8653
8/19/83,8653
8/12/83,8653
8/5/83,8653
7/29/83,8647
7/22/83,8647
7/15/83,8647
7/8/83,8647
7/1/83,8676
6/24/83,8676
6/17/83,8676
6/10/83,8676
6/3/83,8676
5/20/83,8682
5/13/83,8682
4/29/83,8686
4/15/83,8686
4/8/83,8686
4/1/83,8677
3/25/83,8677
3/18/83,8677
3/11/83,8677
3/4/83,8677
2/25/83,8660
2/18/83,8660
2/11/83,8660
2/4/83,8660
1/28/83,8634
1/21/83,8634
1/14/83,8634
1/7/83,8634
