Date,ppm,decimal,#days,1 yr ago,10 yr ago,since 1800,crude price,past_1,past_2,past_3,past_4,past_5
4/1/07,386.07,2007.2479,6,383.99,365.98,103.8,64.18,58.26,57.94,60.85,61.64,59.57
4/8/07,385.93,2007.2671,5,385.07,366.14,103.38,64.82,64.18,58.26,57.94,60.85,61.64
4/15/07,387.51,2007.2863,7,385.06,366.7,104.69,62.58,64.82,64.18,58.26,57.94,60.85
4/22/07,387.18,2007.3055,5,384.94,366.96,104.13,63.06,62.58,64.82,64.18,58.26,57.94
4/29/07,386.82,2007.3247,7,385.05,366.54,103.6,65.26,63.06,62.58,64.82,64.18,58.26
5/6/07,386.46,2007.3438,7,385.18,366.79,103.14,63.82,65.26,63.06,62.58,64.82,64.18
5/13/07,386.88,2007.363,6,385.44,367,103.55,61.9,63.82,65.26,63.06,62.58,64.82
5/20/07,386.74,2007.3822,7,385.45,366.85,103.5,63.61,61.9,63.82,65.26,63.06,62.58
5/27/07,387.14,2007.4014,6,384.62,366.61,104.08,64.89,63.61,61.9,63.82,65.26,63.06
6/3/07,387.13,2007.4205,7,384.36,366.21,104.33,63.94,64.89,63.61,61.9,63.82,65.26
6/10/07,386.66,2007.4397,6,384.63,365.87,104.18,65.9,63.94,64.89,63.61,61.9,63.82
6/17/07,385.93,2007.4589,6,384.12,365.46,103.83,66.62,65.9,63.94,64.89,63.61,61.9
6/24/07,385.27,2007.4781,5,383.69,365.35,103.58,68.78,66.62,65.9,63.94,64.89,63.61
7/1/07,385.61,2007.4973,7,383.32,365.09,104.36,69.13,68.78,66.62,65.9,63.94,64.89
7/8/07,385.35,2007.5164,7,383.03,365.08,104.55,71.78,69.13,68.78,66.62,65.9,63.94
7/15/07,384.32,2007.5356,6,382.03,364.26,103.98,72.79,71.78,69.13,68.78,66.62,65.9
7/22/07,384.04,2007.5548,4,382.25,364.01,104.19,74.92,72.79,71.78,69.13,68.78,66.62
7/29/07,383.11,2007.574,7,381.81,363.56,103.76,75.15,74.92,72.79,71.78,69.13,68.78
8/5/07,382.7,2007.5932,3,380.8,363.35,103.85,76.75,75.15,74.92,72.79,71.78,69.13
8/12/07,382.11,2007.6123,7,380.72,362.44,103.77,71.92,76.75,75.15,74.92,72.79,71.78
8/19/07,382.33,2007.6315,4,380.05,361.32,104.47,72.05,71.92,76.75,75.15,74.92,72.79
8/26/07,381.86,2007.6507,4,379.96,361.75,104.46,70.19,72.05,71.92,76.75,75.15,74.92
9/2/07,381.76,2007.6699,5,378.79,361.53,104.75,72.93,70.19,72.05,71.92,76.75,75.15
9/9/07,380.88,2007.689,5,379.28,360.08,104.19,75.96,72.93,70.19,72.05,71.92,76.75
9/16/07,381.03,2007.7082,3,378.9,360.45,104.57,78.95,75.96,72.93,70.19,72.05,71.92
9/23/07,380.91,2007.7274,7,378.94,360,104.56,82.26,78.95,75.96,72.93,70.19,72.05
9/30/07,381.12,2007.7466,7,379.17,360.21,104.77,81.7,82.26,78.95,75.96,72.93,70.19
10/7/07,381.19,2007.7658,6,379,360.78,104.74,80.59,81.7,82.26,78.95,75.96,72.93
10/14/07,381.27,2007.7849,6,379.24,360.9,104.65,81.46,80.59,81.7,82.26,78.95,75.96
10/21/07,381.59,2007.8041,7,379.54,361.2,104.71,87.8,81.46,80.59,81.7,82.26,78.95
10/28/07,382,2007.8233,7,379.86,361.56,104.84,89.23,87.8,81.46,80.59,81.7,82.26
11/4/07,382.26,2007.8425,7,379.94,362.28,104.78,93.46,89.23,87.8,81.46,80.59,81.7
11/11/07,382.46,2007.8616,7,380.16,362.3,104.65,95.81,93.46,89.23,87.8,81.46,80.59
11/18/07,383.29,2007.8808,7,380.4,362.8,105.18,93.56,95.81,93.46,89.23,87.8,81.46
11/25/07,383.12,2007.9,6,381.39,363.51,104.71,97.93,93.56,95.81,93.46,89.23,87.8
12/2/07,383.91,2007.9192,4,381.6,364.16,105.22,92.47,97.93,93.56,95.81,93.46,89.23
12/9/07,383.95,2007.9384,6,381.79,364.21,104.99,88.71,92.47,97.93,93.56,95.81,93.46
12/16/07,384.63,2007.9575,5,382.52,364.44,105.41,91.18,88.71,92.47,97.93,93.56,95.81
12/23/07,384.18,2007.9767,5,382.19,364.94,104.7,91.16,91.18,88.71,92.47,97.93,93.56
12/30/07,385.02,2007.9959,7,382.28,365.24,105.24,95.64,91.16,91.18,88.71,92.47,97.93
1/6/08,384.67,2008.015,7,382.84,365.51,104.65,98.17,95.64,91.16,91.18,88.71,92.47
1/13/08,386.05,2008.0342,7,382.59,365.31,105.82,94.76,98.17,95.64,91.16,91.18,88.71
1/20/08,386.25,2008.0533,7,383.52,365.26,105.83,91.51,94.76,98.17,95.64,91.16,91.18
1/27/08,387.02,2008.0724,7,383.96,365.42,106.43,89.41,91.51,94.76,98.17,95.64,91.16
2/3/08,386.25,2008.0915,7,383.45,366.19,105.51,91.14,89.41,91.51,94.76,98.17,95.64
2/10/08,386.2,2008.1107,7,384.96,365.67,105.32,89.08,91.14,89.41,91.51,94.76,98.17
2/17/08,385.54,2008.1298,5,385.32,365.91,104.53,94.13,89.08,91.14,89.41,91.51,94.76
2/24/08,385.62,2008.1489,6,384.19,367.02,104.48,99.61,94.13,89.08,91.14,89.41,91.51
3/2/08,386.06,2008.168,6,383.68,367.35,104.78,100.84,99.61,94.13,89.08,91.14,89.41
3/9/08,385.95,2008.1872,7,384.43,366.62,104.5,103.44,100.84,99.61,94.13,89.08,91.14
3/16/08,386.08,2008.2063,7,385.11,366.91,104.43,109.35,103.44,100.84,99.61,94.13,89.08
3/23/08,386.97,2008.2254,7,385.85,368.09,105.09,105.28,109.35,103.44,100.84,99.61,94.13
3/30/08,388.31,2008.2445,7,386.24,369.02,106.19,104.49,105.28,109.35,103.44,100.84,99.61
4/6/08,386.98,2008.2637,6,386.04,368.47,104.6,103.46,104.49,105.28,109.35,103.44,100.84
4/13/08,386.72,2008.2828,7,387.23,368.46,104.09,109.71,103.46,104.49,105.28,109.35,103.44
4/20/08,387.58,2008.3019,3,387.26,368.64,104.72,114.33,109.71,103.46,104.49,105.28,109.35
4/27/08,387.52,2008.321,6,386.94,369.86,104.48,118.53,114.33,109.71,103.46,104.49,105.28
5/4/08,388.77,2008.3402,6,386.33,369.65,105.62,115.42,118.53,114.33,109.71,103.46,104.49
5/11/08,389.11,2008.3593,5,386.88,368.52,105.92,123.01,115.42,118.53,114.33,109.71,103.46
5/18/08,389.13,2008.3784,5,386.58,369.79,105.99,124.96,123.01,115.42,118.53,114.33,109.71
5/25/08,388.82,2008.3975,6,387.26,370.12,105.8,130.14,124.96,123.01,115.42,118.53,114.33
6/1/08,388.76,2008.4167,7,387.11,369.62,105.94,128.47,130.14,124.96,123.01,115.42,118.53
6/8/08,387.74,2008.4358,6,386.71,369.25,105.19,128.16,128.47,130.14,124.96,123.01,115.42
6/15/08,388.11,2008.4549,6,386.2,368.91,105.89,134.8,128.16,128.47,130.14,124.96,123.01
6/22/08,387.53,2008.474,4,385.31,368.85,105.69,134.34,134.8,128.16,128.47,130.14,124.96
6/29/08,-999.99,2008.4932,0,385.53,368.22,-999.99,137,134.34,134.8,128.16,128.47,130.14
7/6/08,-999.99,2008.5123,0,385.38,368.88,-999.99,142.52,137,134.34,134.8,128.16,128.47
7/13/08,-999.99,2008.5314,0,384.45,367.73,-999.99,139.95,142.52,137,134.34,134.8,128.16
7/20/08,386.61,2008.5505,5,384.1,367.74,106.57,135.37,139.95,142.52,137,134.34,134.8
7/27/08,385.14,2008.5697,7,383.53,367.4,105.61,125.92,135.37,139.95,142.52,137,134.34
8/3/08,385.46,2008.5888,6,382.69,366.88,106.45,124.57,125.92,135.37,139.95,142.52,137
8/10/08,384.17,2008.6079,5,382.01,366.32,105.66,118.8,124.57,125.92,135.37,139.95,142.52
8/17/08,383.91,2008.627,6,382.27,365.64,105.89,114.4,118.8,124.57,125.92,135.37,139.95
8/24/08,383.52,2008.6462,6,381.86,365.51,105.95,115.7,114.4,118.8,124.57,125.92,135.37
8/31/08,383.73,2008.6653,6,381.92,364.85,106.56,116.09,115.7,114.4,118.8,124.57,125.92
9/7/08,383.26,2008.6844,6,380.93,364.29,106.42,108.37,116.09,115.7,114.4,118.8,124.57
9/14/08,383.6,2008.7036,5,381.11,363.78,106.99,102.88,108.37,116.09,115.7,114.4,118.8
9/21/08,383.28,2008.7227,7,380.86,363.74,106.81,97.19,102.88,108.37,116.09,115.7,114.4
9/28/08,382.97,2008.7418,7,381.17,364.26,106.53,111.12,97.19,102.88,108.37,116.09,115.7
10/5/08,383.1,2008.7609,5,381.18,364.21,106.6,96.59,111.12,97.19,102.88,108.37,116.09
10/12/08,383.07,2008.7801,7,381.21,364.47,106.43,86.24,96.59,111.12,97.19,102.88,108.37
10/19/08,383.29,2008.7992,6,381.56,364.67,106.43,75.19,86.24,96.59,111.12,97.19,102.88
10/26/08,384.21,2008.8183,2,381.93,364.97,107.09,68.56,75.19,86.24,96.59,111.12,97.19
11/2/08,384.01,2008.8374,6,382.23,365.14,106.59,65.21,68.56,75.19,86.24,96.59,111.12
11/9/08,384.33,2008.8566,7,382.4,365.6,106.6,64.31,65.21,68.56,75.19,86.24,96.59
11/16/08,384.57,2008.8757,6,383.25,366.1,106.52,58.6,64.31,65.21,68.56,75.19,86.24
11/23/08,384.72,2008.8948,7,383.08,366.01,106.36,52.26,58.6,64.31,65.21,68.56,75.19
11/30/08,385.28,2008.9139,7,383.92,366.85,106.63,53.27,52.26,58.6,64.31,65.21,68.56
12/7/08,385.52,2008.9331,7,383.94,366.95,106.59,45.6,53.27,52.26,58.6,64.31,65.21
12/14/08,385.77,2008.9522,7,384.7,367.49,106.56,44.57,45.6,53.27,52.26,58.6,64.31
12/21/08,386.15,2008.9713,7,384.18,367.45,106.69,39.7,44.57,45.6,53.27,52.26,58.6
12/28/08,386.46,2008.9904,5,384.96,367.78,106.65,32.98,39.7,44.57,45.6,53.27,52.26
1/4/09,386.63,2009.0096,7,384.7,368.13,106.58,42.4,32.98,39.7,44.57,45.6,53.27
1/11/09,387.24,2009.0288,7,385.85,368.11,106.98,44.46,42.4,32.98,39.7,44.57,45.6
1/18/09,387.37,2009.0479,7,386.11,368.05,106.91,36.73,44.46,42.4,32.98,39.7,44.57
1/25/09,387.74,2009.0671,6,387.07,369.44,107.12,42.15,36.73,44.46,42.4,32.98,39.7
2/1/09,387.25,2009.0863,6,386.27,369.38,106.5,42.7,42.15,36.73,44.46,42.4,32.98
2/8/09,387.16,2009.1055,6,386.28,369.36,106.3,40.78,42.7,42.15,36.73,44.46,42.4
2/15/09,387.84,2009.1247,7,385.61,368.68,106.88,36.94,40.78,42.7,42.15,36.73,44.46
2/22/09,388.45,2009.1438,7,385.72,369.23,107.39,37.15,36.94,40.78,42.7,42.15,36.73
3/1/09,389.3,2009.163,6,385.89,368.25,108.12,41.1,37.15,36.94,40.78,42.7,42.15
3/8/09,389.03,2009.1822,6,386,369.55,107.69,43.18,41.1,37.15,36.94,40.78,42.7
3/15/09,388.42,2009.2014,7,386.07,370.34,106.89,45.66,43.18,41.1,37.15,36.94,40.78
3/22/09,389.51,2009.2205,6,386.89,370.93,107.75,49.49,45.66,43.18,41.1,37.15,36.94
3/29/09,389.26,2009.2397,7,388.06,370.64,107.23,52.99,49.49,45.66,43.18,41.1,37.15
4/5/09,389.65,2009.2589,7,387.32,371.95,107.33,50.34,52.99,49.49,45.66,43.18,41.1
4/12/09,389.15,2009.2781,6,386.68,371.54,106.55,50.46,50.34,52.99,49.49,45.66,43.18
4/19/09,389.78,2009.2973,7,386.8,370.42,106.93,49.86,50.46,50.34,52.99,49.49,45.66
4/26/09,390.74,2009.3164,7,387.83,370.69,107.69,47.8,49.86,50.46,50.34,52.99,49.49
5/3/09,389.98,2009.3356,6,388.45,371.66,106.8,50.2,47.8,49.86,50.46,50.34,52.99
5/10/09,390.39,2009.3548,7,389.05,371.23,107.17,55.96,50.2,47.8,49.86,50.46,50.34
5/17/09,390.6,2009.374,7,389.22,370.48,107.42,57.94,55.96,50.2,47.8,49.86,50.46
5/24/09,390.62,2009.3932,7,388.77,370.93,107.58,60.32,57.94,55.96,50.2,47.8,49.86
5/31/09,390.07,2009.4123,7,388.78,370.95,107.24,64.32,60.32,57.94,55.96,50.2,47.8
6/7/09,390.42,2009.4315,7,387.74,370.46,107.88,68.11,64.32,60.32,57.94,55.96,50.2
6/14/09,389.64,2009.4507,7,388.29,370.59,107.43,70.85,68.11,64.32,60.32,57.94,55.96
6/21/09,388.73,2009.4699,6,387.59,370.01,106.89,70.62,70.85,68.11,64.32,60.32,57.94
6/28/09,388.9,2009.489,6,-999.99,369.68,107.47,68.58,70.62,70.85,68.11,64.32,60.32
7/5/09,388.7,2009.5082,5,-999.99,370.41,107.7,69.32,68.58,70.62,70.85,68.11,64.32
7/12/09,388.57,2009.5274,4,-999.99,370.25,108.03,61.48,69.32,68.58,70.62,70.85,68.11
7/19/09,387.9,2009.5466,6,386.6,369.09,107.82,61.29,61.48,69.32,68.58,70.62,70.85
7/26/09,387.58,2009.5658,5,385.32,368.32,108,65.28,61.29,61.48,69.32,68.58,70.62
8/2/09,387.28,2009.5849,7,385.38,367.85,108.2,67.03,65.28,61.29,61.48,69.32,68.58
8/9/09,386.22,2009.6041,5,384.54,367.42,107.64,71.58,67.03,65.28,61.29,61.48,69.32
8/16/09,385.91,2009.6233,7,383.94,366.7,107.82,69.64,71.58,67.03,65.28,61.29,61.48
8/23/09,385.83,2009.6425,6,383.52,366.38,108.2,70.8,69.64,71.58,67.03,65.28,61.29
8/30/09,385.36,2009.6616,7,383.68,365.18,108.13,72.37,70.8,69.64,71.58,67.03,65.28
9/6/09,384.9,2009.6808,6,383.33,364.7,108,68.39,72.37,70.8,69.64,71.58,67.03
9/13/09,384.96,2009.7,6,383.61,365.31,108.31,70.91,68.39,72.37,70.8,69.64,71.58
9/20/09,384.84,2009.7192,7,383.31,365.06,108.34,71.32,70.91,68.39,72.37,70.8,69.64
9/27/09,384.23,2009.7384,7,382.99,364.85,107.78,68.33,71.32,70.91,68.39,72.37,70.8
10/4/09,384.08,2009.7575,6,383.1,365.34,107.58,68.84,68.33,71.32,70.91,68.39,72.37
10/11/09,384.58,2009.7767,7,383.03,365.37,107.94,70.8,68.84,68.33,71.32,70.91,68.39
10/18/09,384.92,2009.7959,7,383.28,365.87,108.08,75.73,70.8,68.84,68.33,71.32,70.91
10/25/09,385.22,2009.8151,7,384.28,365.78,108.11,80.06,75.73,70.8,68.84,68.33,71.32
11/1/09,385.58,2009.8342,7,384.02,366.17,108.18,78.47,80.06,75.73,70.8,68.84,68.33
11/8/09,385.9,2009.8534,7,384.27,366.86,108.2,79,78.47,80.06,75.73,70.8,68.84
11/15/09,386.55,2009.8726,7,384.55,367.06,108.53,78.24,79,78.47,80.06,75.73,70.8
11/22/09,386.59,2009.8918,7,384.68,367.21,108.27,78.37,78.24,79,78.47,80.06,75.73
11/29/09,387.28,2009.911,7,385.15,367.64,108.65,76.14,78.37,78.24,79,78.47,80.06
12/6/09,387.18,2009.9301,6,385.51,368.17,108.25,76.81,76.14,78.37,78.24,79,78.47
12/13/09,387.07,2009.9493,1,385.76,368.01,107.85,71.51,76.81,76.14,78.37,78.24,79
12/20/09,388.61,2009.9685,3,386.06,368.41,109.11,71.72,71.51,76.81,76.14,78.37,78.24
12/27/09,388.8,2009.9877,7,386.49,369.04,109.04,74.76,71.72,71.51,76.81,76.14,78.37
1/3/10,388.37,2010.0068,7,386.57,368.9,108.4,79.07,74.76,71.72,71.51,76.81,76.14
1/10/10,388.54,2010.026,6,387.15,369.2,108.33,82.34,79.07,74.76,71.72,71.51,76.81
1/17/10,388.54,2010.0452,7,387.4,370.16,108.12,80.06,82.34,79.07,74.76,71.72,71.51
1/24/10,389.21,2010.0644,7,387.65,370.14,108.61,76.62,80.06,82.34,79.07,74.76,71.72
1/31/10,390.91,2010.0836,5,387.32,369.42,110.15,73.94,76.62,80.06,82.34,79.07,74.76
2/7/10,390.55,2010.1027,6,387.03,369.88,109.67,74.57,73.94,76.62,80.06,82.34,79.07
2/14/10,390.43,2010.1219,6,387.85,370.14,109.43,73.88,74.57,73.94,76.62,80.06,82.34
2/21/10,389.79,2010.1411,3,388.23,369.65,108.69,78.25,73.88,74.57,73.94,76.62,80.06
2/28/10,391.14,2010.1603,6,389.35,370.42,109.93,79.22,78.25,73.88,74.57,73.94,76.62
3/7/10,391.59,2010.1795,6,389.02,370.09,110.24,80.19,79.22,78.25,73.88,74.57,73.94
3/14/10,391.38,2010.1986,4,388.33,370.97,109.87,81.76,80.19,79.22,78.25,73.88,74.57
3/21/10,390.5,2010.2178,6,389.48,370.99,108.78,81.44,81.76,80.19,79.22,78.25,73.88
3/28/10,391.96,2010.237,7,389.24,371.23,110,80.65,81.44,81.76,80.19,79.22,78.25
4/4/10,391.39,2010.2562,6,389.64,371.46,109.16,83.01,80.65,81.44,81.76,80.19,79.22
4/11/10,392.93,2010.2753,5,389.46,372.2,110.42,85.66,83.01,80.65,81.44,81.76,80.19
4/18/10,393.53,2010.2945,7,389.29,372.42,110.76,84.34,85.66,83.01,80.65,81.44,81.76
4/25/10,393.42,2010.3137,6,390.94,372.04,110.43,82.9,84.34,85.66,83.01,80.65,81.44
5/2/10,393.2,2010.3329,6,389.96,371.14,110.05,84.22,82.9,84.34,85.66,83.01,80.65
5/9/10,392.81,2010.3521,7,390.35,371.9,109.59,80.24,84.22,82.9,84.34,85.66,83.01
5/16/10,393.64,2010.3712,7,390.53,371.81,110.44,74.98,80.24,84.22,82.9,84.34,85.66
5/23/10,392.93,2010.3904,6,390.8,372.08,109.83,69.14,74.98,80.24,84.22,82.9,84.34
5/30/10,393.51,2010.4096,7,389.91,372.19,110.61,70.62,69.14,74.98,80.24,84.22,82.9
6/6/10,392.99,2010.4288,7,390.49,371.97,110.36,72.91,70.62,69.14,74.98,80.24,84.22
6/13/10,392.1,2010.4479,6,389.8,371.97,109.8,73.44,72.91,70.62,69.14,74.98,80.24
6/20/10,391.86,2010.4671,6,388.85,371.87,109.94,76.7,73.44,72.91,70.62,69.14,74.98
6/27/10,391.36,2010.4863,7,388.89,371.28,109.85,77.06,76.7,73.44,72.91,70.62,69.14
7/4/10,390.77,2010.5055,7,388.66,370.24,109.69,74.96,77.06,76.7,73.44,72.91,70.62
7/11/10,390.06,2010.5247,7,388.61,370.34,109.43,74.39,74.96,77.06,76.7,73.44,72.91
7/18/10,390.47,2010.5438,5,387.99,370.06,110.3,76.35,74.39,74.96,77.06,76.7,73.44
7/25/10,390.04,2010.563,7,387.68,369.09,110.36,77.56,76.35,74.39,74.96,77.06,76.7
8/1/10,389.07,2010.5822,6,387.35,369.04,109.89,78.12,77.56,76.35,74.39,74.96,77.06
8/8/10,389.02,2010.6014,7,386.37,368.6,110.34,81.79,78.12,77.56,76.35,74.39,74.96
8/15/10,388.67,2010.6205,5,385.87,368.37,110.48,78.17,81.79,78.12,77.56,76.35,74.39
8/22/10,387.8,2010.6397,5,386.15,367.68,110.09,74.84,78.17,81.79,78.12,77.56,76.35
8/29/10,387.72,2010.6589,7,385.18,367.67,110.43,72.91,74.84,78.17,81.79,78.12,77.56
9/5/10,386.32,2010.6781,6,385.12,367.15,109.39,74.02,72.91,74.84,78.17,81.79,78.12
9/12/10,387.24,2010.6973,7,384.91,367.47,110.59,74.82,74.02,72.91,74.84,78.17,81.79
9/19/10,386.96,2010.7164,7,384.97,366.79,110.48,75.62,74.82,74.02,72.91,74.84,78.17
9/26/10,386.97,2010.7356,7,384.33,366.87,110.57,73.76,75.62,74.82,74.02,72.91,74.84
10/3/10,387.14,2010.7548,7,383.84,366.71,110.7,78.41,73.76,75.62,74.82,74.02,72.91
10/10/10,387.02,2010.774,7,384.6,367.01,110.46,82.29,78.41,73.76,75.62,74.82,74.02
10/17/10,387.62,2010.7932,7,384.87,367.15,110.84,82.16,82.29,78.41,73.76,75.62,74.82
10/24/10,388.02,2010.8123,7,385.15,367.68,110.98,81.15,82.16,82.29,78.41,73.76,75.62
10/31/10,388.24,2010.8315,7,385.56,368.05,110.9,82.03,81.15,82.16,82.29,78.41,73.76
11/7/10,388.25,2010.8507,7,385.8,368.27,110.59,84.93,82.03,81.15,82.16,82.29,78.41
11/14/10,388.82,2010.8699,7,386.53,368.82,110.84,86.91,84.93,82.03,81.15,82.16,82.29
11/21/10,389.69,2010.889,7,386.51,368.52,111.39,82.23,86.91,84.93,82.03,81.15,82.16
11/28/10,389.86,2010.9082,6,387.14,369.23,111.27,82.28,82.23,86.91,84.93,82.03,81.15
12/5/10,389.97,2010.9274,6,387.33,369.81,111.09,86.75,82.28,82.23,86.91,84.93,82.03
12/12/10,389.64,2010.9466,7,387.04,369.71,110.48,88.5,86.75,82.28,82.23,86.91,84.93
12/19/10,390.34,2010.9658,7,388.97,369.85,110.91,88.27,88.5,86.75,82.28,82.23,86.91
12/26/10,390.14,2010.9849,6,388.29,370.01,110.44,89.66,88.27,88.5,86.75,82.28,82.23
1/2/11,391.74,2011.0041,7,388.7,370.4,111.77,90.97,89.66,88.27,88.5,86.75,82.28
1/9/11,390.96,2011.0233,6,388.58,370.67,110.76,89.54,90.97,89.66,88.27,88.5,86.75
1/16/11,391.7,2011.0425,6,388.67,370.61,111.31,91.02,89.54,90.97,89.66,88.27,88.5
1/23/11,391.56,2011.0616,7,389.05,370.89,111,89.75,91.02,89.54,90.97,89.66,88.27
1/30/11,392.26,2011.0808,7,390.13,371.68,111.55,86.11,89.75,91.02,89.54,90.97,89.66
2/6/11,391.63,2011.1,7,391.03,371.57,110.8,89.52,86.11,89.75,91.02,89.54,90.97
2/13/11,391.84,2011.1192,7,390.39,372.1,110.9,85.51,89.52,86.11,89.75,91.02,89.54
2/20/11,392.24,2011.1384,7,390.34,371.55,111.2,84.13,85.51,89.52,86.11,89.75,91.02
2/27/11,392.26,2011.1575,7,390.59,372.04,111.08,95.26,84.13,85.51,89.52,86.11,89.75
3/6/11,392.07,2011.1767,7,391.72,372.42,110.75,101.05,95.26,84.13,85.51,89.52,86.11
3/13/11,392.69,2011.1959,7,391.36,372.7,111.18,103.74,101.05,95.26,84.13,85.51,89.52
3/20/11,393.09,2011.2151,6,390.42,372.72,111.36,99.79,103.74,101.05,95.26,84.13,85.51
3/27/11,394.21,2011.2342,6,391.86,372.53,112.24,104.41,99.79,103.74,101.05,95.26,84.13
4/3/11,393.19,2011.2534,7,391.42,372.65,110.94,105.08,104.41,99.79,103.74,101.05,95.26
4/10/11,393.28,2011.2726,7,392.6,373.9,110.74,109.29,105.08,104.41,99.79,103.74,101.05
4/17/11,393.73,2011.2918,6,393.7,373.97,110.94,107.75,109.29,105.08,104.41,99.79,103.74
4/24/11,393.5,2011.311,6,393.33,373.74,110.49,109.11,107.75,109.29,105.08,104.41,99.79
5/1/11,394.33,2011.3301,6,393.26,373.73,111.16,112.3,109.11,107.75,109.29,105.08,104.41
5/8/11,393.08,2011.3493,7,392.73,374.12,109.84,105.84,112.3,109.11,107.75,109.29,105.08
5/15/11,395.1,2011.3685,7,393.61,373.85,111.87,99.87,105.84,112.3,109.11,107.75,109.29
5/22/11,395.29,2011.3877,6,393.19,374.17,112.16,97.99,99.87,105.84,112.3,109.11,107.75
5/29/11,394.41,2011.4068,7,393.43,374.04,111.46,99.55,97.99,99.87,105.84,112.3,109.11
6/5/11,393.7,2011.426,5,393.04,373.57,111.01,100.92,99.55,97.99,99.87,105.84,112.3
6/12/11,394,2011.4452,7,392.24,373.19,111.63,100.05,100.92,99.55,97.99,99.87,105.84
6/19/11,393.75,2011.4644,7,391.9,373.36,111.74,95.87,100.05,100.92,99.55,97.99,99.87
6/26/11,393.65,2011.4836,7,391.35,373.11,112.05,92.7,95.87,100.05,100.92,99.55,97.99
7/3/11,393.71,2011.5027,7,390.86,372.64,112.53,93.7,92.7,95.87,100.05,100.92,99.55
7/10/11,393.49,2011.5219,4,390.14,371.61,112.77,97.12,93.7,92.7,95.87,100.05,100.92
7/17/11,391.52,2011.5411,6,390.49,371.39,111.28,96.72,97.12,93.7,92.7,95.87,100.05
7/24/11,392.18,2011.5603,6,390.05,371.08,112.44,98.01,96.72,97.12,93.7,92.7,95.87
7/31/11,391.4,2011.5795,7,389.2,370.85,112.16,97.83,98.01,96.72,97.12,93.7,92.7
8/7/11,390.8,2011.5986,5,389.04,369.87,112.08,90.85,97.83,98.01,96.72,97.12,93.7
8/14/11,390.34,2011.6178,7,388.82,369.4,112.13,82.86,90.85,97.83,98.01,96.72,97.12
8/21/11,389.59,2011.637,7,387.87,369.57,111.86,85.36,82.86,90.85,97.83,98.01,96.72
8/28/11,389.7,2011.6562,5,387.74,369.38,112.4,85.06,85.36,82.86,90.85,97.83,98.01
9/4/11,389.24,2011.6753,4,386.41,368.35,112.32,88.07,85.06,85.36,82.86,90.85,97.83
9/11/11,389.35,2011.6945,6,387.26,368.75,112.71,87.91,88.07,85.06,85.36,82.86,90.85
9/18/11,389.29,2011.7137,7,387.01,368.15,112.84,88.93,87.91,88.07,85.06,85.36,82.86
9/25/11,388.87,2011.7329,7,387,367.82,112.5,83.65,88.93,87.91,88.07,85.06,85.36
10/2/11,388.98,2011.7521,7,387.09,368.3,112.59,81.18,83.65,88.93,87.91,88.07,85.06
10/9/11,389.01,2011.7712,7,387.05,368.41,112.5,79.43,81.18,83.65,88.93,87.91,88.07
10/16/11,389.23,2011.7904,7,387.44,368.43,112.53,85.35,79.43,81.18,83.65,88.93,87.91
10/23/11,389.44,2011.8096,7,388.05,368.97,112.48,86.82,85.35,79.43,81.18,83.65,88.93
10/30/11,389.81,2011.8288,7,388.03,369.26,112.55,92.32,86.82,85.35,79.43,81.18,83.65
11/6/11,389.97,2011.8479,6,388.43,369.3,112.39,93.24,92.32,86.82,85.35,79.43,81.18
11/13/11,390.66,2011.8671,6,388.63,370.03,112.75,96.97,93.24,92.32,86.82,85.35,79.43
11/20/11,390.7,2011.8863,7,389.67,370.5,112.46,99.32,96.97,93.24,92.32,86.82,85.35
11/27/11,391.34,2011.9055,7,389.72,370.63,112.78,96.89,99.32,96.97,93.24,92.32,86.82
12/4/11,391.56,2011.9247,7,390.06,370.95,112.7,99.91,96.89,99.32,96.97,93.24,92.32
12/11/11,392.21,2011.9438,6,389.73,371.51,113.06,100.08,99.91,96.89,99.32,96.97,93.24
12/18/11,392.65,2011.963,4,390.21,371.45,113.22,96.06,100.08,99.91,96.89,99.32,96.97
12/25/11,392.4,2011.9822,7,390.07,371.9,112.71,97.74,96.06,100.08,99.91,96.89,99.32
1/1/12,393.15,2012.0014,7,391.51,372.47,113.2,99.81,97.74,96.06,100.08,99.91,96.89
1/8/12,393.57,2012.0205,6,391.32,372.43,113.44,102.39,99.81,97.74,96.06,100.08,99.91
1/15/12,393.17,2012.0396,7,391.59,372.97,112.89,100.43,102.39,99.81,97.74,96.06,100.08
1/22/12,393.53,2012.0587,7,391.36,372.68,113.11,99.95,100.43,102.39,99.81,97.74,96.06
1/29/12,393.43,2012.0779,6,392.32,372.93,112.87,99.35,99.95,100.43,102.39,99.81,97.74
2/5/12,393.9,2012.097,7,391.69,373.36,113.22,97.8,99.35,99.95,100.43,102.39,99.81
2/12/12,393.68,2012.1161,7,391.79,373,112.86,98.56,97.8,99.35,99.95,100.43,102.39
2/19/12,394.61,2012.1352,5,392.1,373.25,113.65,101.73,98.56,97.8,99.35,99.95,100.43
2/26/12,394.45,2012.1544,7,392.41,374.25,113.32,107.18,101.73,98.56,97.8,99.35,99.95
3/4/12,393.73,2012.1735,7,391.66,373.96,112.42,107.52,107.18,101.73,98.56,97.8,99.35
3/11/12,394.46,2012.1926,7,392.91,374.22,112.92,106.32,107.52,107.18,101.73,98.56,97.8
