Date,ppm,decimal,#days,1 yr ago,10 yr ago,since 1800,crude price,past_1,past_2,past_3,past_4,past_5
3/18/12,394.98,2012.2117,7,393.09,374.96,113.19,106.15,106.32,107.52,107.18,101.73,98.56
3/25/12,395.32,2012.2309,6,394.37,374.27,113.27,106.41,106.15,106.32,107.52,107.18,101.73
4/1/12,395.51,2012.25,7,393.3,374.69,113.17,105.12,106.41,106.15,106.32,107.52,107.18
4/8/12,396.81,2012.2691,6,393.03,374.7,114.19,103.52,105.12,106.41,106.15,106.32,107.52
4/15/12,396.35,2012.2883,7,393.99,375.42,113.48,102.55,103.52,105.12,106.41,106.15,106.32
4/22/12,396.8,2012.3074,7,393.39,375.66,113.73,103.15,102.55,103.52,105.12,106.41,106.15
4/29/12,397.11,2012.3265,7,394.2,376.15,113.89,103.78,103.15,102.55,103.52,105.12,106.41
5/6/12,397.32,2012.3456,7,392.92,375.63,114.03,103.47,103.78,103.15,102.55,103.52,105.12
5/13/12,397.18,2012.3648,7,394.86,375.47,113.91,96.98,103.47,103.78,103.15,102.55,103.52
5/20/12,396.31,2012.3839,7,395.34,376.08,113.14,93.11,96.98,103.47,103.78,103.15,102.55
5/27/12,396.48,2012.403,6,394.34,376.41,113.49,90.88,93.11,96.98,103.47,103.78,103.15
6/3/12,395.93,2012.4221,7,393.96,376.03,113.19,87.06,90.88,93.11,96.98,103.47,103.78
6/10/12,396.43,2012.4413,6,393.85,375.58,114.01,84.43,87.06,90.88,93.11,96.98,103.47
6/17/12,395.77,2012.4604,7,393.81,375.57,113.71,83.27,84.43,87.06,90.88,93.11,96.98
6/24/12,395.45,2012.4795,6,393.77,375.45,113.8,81.11,83.27,84.43,87.06,90.88,93.11
7/1/12,395.15,2012.4986,6,393.67,374.98,113.93,80.23,81.11,83.27,84.43,87.06,90.88
7/8/12,394.56,2012.5178,6,393.48,374.58,113.79,85.74,80.23,81.11,83.27,84.43,87.06
7/15/12,394.66,2012.5369,7,391.92,374.09,114.37,85.78,85.74,80.23,81.11,83.27,84.43
7/22/12,394.28,2012.556,4,392.02,373.36,114.48,90.34,85.78,85.74,80.23,81.11,83.27
7/29/12,393.62,2012.5751,7,391.52,373.51,114.33,88.88,90.34,85.78,85.74,80.23,81.11
8/5/12,393.43,2012.5943,6,390.9,372.61,114.66,89.1,88.88,90.34,85.78,85.74,80.23
8/12/12,392.71,2012.6134,7,390.34,371.64,114.44,93.14,89.1,88.88,90.34,85.78,85.74
8/19/12,391.57,2012.6325,7,389.85,371.62,113.8,94.43,93.14,89.1,88.88,90.34,85.78
8/26/12,391.99,2012.6516,7,389.46,370.95,114.66,96.22,94.43,93.14,89.1,88.88,90.34
9/2/12,392.06,2012.6708,6,389.29,370.39,115.13,95.68,96.22,94.43,93.14,89.1,88.88
9/9/12,391.1,2012.6899,6,389.34,371.81,114.47,95.68,95.68,96.22,94.43,93.14,89.1
9/16/12,390.99,2012.709,7,389.36,370.93,114.58,97.56,95.68,95.68,96.22,94.43,93.14
9/23/12,391.09,2012.7281,6,388.86,370.69,114.79,93.7,97.56,95.68,95.68,96.22,94.43
9/30/12,391.02,2012.7473,7,389.01,370,114.73,91.35,93.7,97.56,95.68,95.68,96.22
10/7/12,391.18,2012.7664,6,388.91,370.3,114.78,90.81,91.35,93.7,97.56,95.68,95.68
10/14/12,391.11,2012.7855,6,389.24,371.4,114.52,91.42,90.81,91.35,93.7,97.56,95.68
10/21/12,391.56,2012.8046,6,389.43,370.68,114.7,91.59,91.42,90.81,91.35,93.7,97.56
10/28/12,391.78,2012.8238,6,389.78,371.48,114.6,86.35,91.59,91.42,90.81,91.35,93.7
11/4/12,392.52,2012.8429,7,389.82,372.16,114.98,85.87,86.35,91.59,91.42,90.81,91.35
11/11/12,393.48,2012.862,7,390.65,372.05,115.57,85.98,85.87,86.35,91.59,91.42,90.81
11/18/12,393.39,2012.8811,7,390.7,373.03,115.12,85.87,85.98,85.87,86.35,91.59,91.42
11/25/12,393.93,2012.9003,7,391.27,372.89,115.32,87.4,85.87,85.98,85.87,86.35,91.59
12/2/12,393.88,2012.9194,6,391.44,373.45,114.95,87.27,87.4,85.87,85.98,85.87,86.35
12/9/12,394.62,2012.9385,7,392.08,373.68,115.4,87,87.27,87.4,85.87,85.98,85.87
12/16/12,394.75,2012.9577,7,392.81,373.9,115.28,85.71,87,87.27,87.4,85.87,85.98
12/23/12,395.06,2012.9768,6,392.36,374.66,115.36,88.24,85.71,87,87.27,87.4,85.87
12/30/12,394.73,2012.9959,6,393.06,374.83,114.89,90.14,88.24,85.71,87,87.27,87.4
1/6/13,395.59,2013.0151,6,393.1,374.82,115.58,92.77,90.14,88.24,85.71,87,87.27
1/13/13,396.21,2013.0342,6,393.54,375.18,116.04,93.38,92.77,90.14,88.24,85.71,87
1/20/13,396.01,2013.0534,7,393.55,375.17,115.69,94.58,93.38,92.77,90.14,88.24,85.71
1/27/13,395.99,2013.0726,7,393.34,375.55,115.54,95.41,94.58,93.38,92.77,90.14,88.24
2/3/13,396.86,2013.0918,6,393.94,375.33,116.28,97.33,95.41,94.58,93.38,92.77,90.14
2/10/13,397.2,2013.111,6,393.51,375.45,116.5,96.18,97.33,95.41,94.58,93.38,92.77
2/17/13,397.37,2013.1301,7,394.68,376.59,116.53,96.95,96.18,97.33,95.41,94.58,93.38
2/24/13,396.96,2013.1493,6,394.34,376.1,115.96,94.38,96.95,96.18,97.33,95.41,94.58
3/3/13,397.88,2013.1685,6,393.97,376.48,116.68,92.19,94.38,96.95,96.18,97.33,95.41
3/10/13,397.17,2013.1877,7,394.17,376.45,115.73,91,92.19,94.38,96.95,96.18,97.33
3/17/13,397.58,2013.2068,7,394.91,376.38,115.86,92.7,91,92.19,94.38,96.95,96.18
3/24/13,398.19,2013.226,7,395.41,377.25,116.17,93.05,92.7,91,92.19,94.38,96.95
3/31/13,398.3,2013.2452,6,395.44,377.03,115.97,96.08,93.05,92.7,91,92.19,94.38
4/7/13,398,2013.2644,7,396.74,377.37,115.34,95.07,96.08,93.05,92.7,91,92.19
4/14/13,398.19,2013.2836,2,396.24,378.26,115.24,93.36,95.07,96.08,93.05,92.7,91
4/21/13,399.44,2013.3027,6,396.84,378.62,116.24,88,93.36,95.07,96.08,93.05,92.7
4/28/13,399.76,2013.3219,6,397.01,378.72,116.38,91,88,93.36,95.07,96.08,93.05
5/5/13,399.75,2013.3411,6,397.27,378.15,116.29,93.4,91,88,93.36,95.07,96.08
5/12/13,399.98,2013.3603,5,397.36,378.6,116.52,95.84,93.4,91,88,93.36,95.07
5/19/13,400.17,2013.3795,7,396.25,379.44,116.81,94.65,95.84,93.4,91,88,93.36
5/26/13,400.12,2013.3986,7,396.64,378.73,116.95,94.76,94.65,95.84,93.4,91,88
6/2/13,399.4,2013.4178,7,395.87,378.75,116.5,93.32,94.76,94.65,95.84,93.4,91
6/9/13,398.8,2013.437,6,396.5,378.6,116.23,94.25,93.32,94.76,94.65,95.84,93.4
6/16/13,398.33,2013.4562,7,395.79,378.28,116.14,96.36,94.25,93.32,94.76,94.65,95.84
6/23/13,398.84,2013.4753,4,395.73,378.41,117.07,96.65,96.36,94.25,93.32,94.76,94.65
6/30/13,398.43,2013.4945,5,394.99,377.48,117.11,95.83,96.65,96.36,94.25,93.32,94.76
7/7/13,397.93,2013.5137,4,394.7,376.92,117.08,100.65,95.83,96.65,96.36,94.25,93.32
7/14/13,397.27,2013.5329,4,394.55,377.34,116.9,104.7,100.65,95.83,96.65,96.36,94.25
7/21/13,397.01,2013.5521,6,394.43,376.49,117.15,106.88,104.7,100.65,95.83,96.65,96.36
7/28/13,396.87,2013.5712,6,393.66,376.04,117.54,105.88,106.88,104.7,100.65,95.83,96.65
8/4/13,395.86,2013.5904,6,393.55,374.97,117.07,105.54,105.88,106.88,104.7,100.65,95.83
8/11/13,395.32,2013.6096,6,392.78,375.04,117.06,105.17,105.54,105.88,106.88,104.7,100.65
8/18/13,395.34,2013.6288,5,391.66,374.06,117.59,106.97,105.17,105.54,105.88,106.88,104.7
8/25/13,394.42,2013.6479,7,392.01,373.61,117.14,105.48,106.97,105.17,105.54,105.88,106.88
9/1/13,394.05,2013.6671,7,392.12,373.48,117.17,108.33,105.48,106.97,105.17,105.54,105.88
9/8/13,393.59,2013.6863,6,391.2,373.18,117.03,108.77,108.33,105.48,106.97,105.17,105.54
9/15/13,393.73,2013.7055,5,390.94,373.11,117.39,108.36,108.77,108.33,105.48,106.97,105.17
9/22/13,393.58,2013.7247,6,391.13,373.54,117.34,106.22,108.36,108.77,108.33,105.48,106.97
9/29/13,393.52,2013.7438,7,390.99,373.42,117.26,103.1,106.22,108.36,108.77,108.33,105.48
10/6/13,393.55,2013.763,7,391.24,373.06,117.18,103.14,103.1,106.22,108.36,108.77,108.33
10/13/13,393.88,2013.7822,4,391.03,372.91,117.3,102.7,103.14,103.1,106.22,108.36,108.77
10/20/13,394.19,2013.8014,7,391.56,373.7,117.33,101.51,102.7,103.14,103.1,106.22,108.36
10/27/13,394.44,2013.8205,7,391.65,373.58,117.25,97.57,101.51,102.7,103.14,103.1,106.22
11/3/13,394.67,2013.8397,7,392.37,374.1,117.12,96.94,97.57,101.51,102.7,103.14,103.1
11/10/13,395.73,2013.8589,7,393.36,374.77,117.83,94.31,96.94,97.57,101.51,102.7,103.14
11/17/13,395.07,2013.8781,7,393.47,375.26,116.82,93.94,94.31,96.94,97.57,101.51,102.7
11/24/13,396.2,2013.8973,7,393.84,375.36,117.63,93.92,93.94,94.31,96.94,97.57,101.51
12/1/13,396.46,2013.9164,7,393.79,375.52,117.6,92.97,93.92,93.94,94.31,96.94,97.57
12/8/13,396.33,2013.9356,7,394.55,376.2,117.19,96.21,92.97,93.92,93.94,94.31,96.94
12/15/13,397.61,2013.9548,6,394.81,376.38,118.23,97.23,96.21,92.97,93.92,93.94,94.31
12/22/13,397.46,2013.974,7,395,376.34,117.85,97.85,97.23,96.21,92.97,93.92,93.94
12/29/13,397.6,2013.9932,7,394.73,376.53,117.68,99.15,97.85,97.23,96.21,92.97,93.92
1/5/14,398.41,2014.0123,7,395.59,376.53,118.3,96.47,99.15,97.85,97.23,96.21,92.97
1/12/14,397.93,2014.0315,7,396.23,377.17,117.65,92.42,96.47,99.15,97.85,97.23,96.21
1/19/14,398.15,2014.0507,7,396.09,377.38,117.74,92.98,92.42,96.47,99.15,97.85,97.23
1/26/14,398.02,2014.0699,7,395.95,378.2,117.5,96.19,92.98,92.42,96.47,99.15,97.85
2/2/14,398.16,2014.089,7,396.71,378.04,117.54,97.29,96.19,92.98,92.42,96.47,99.15
2/9/14,398.06,2014.1082,7,396.96,378.65,117.35,97.78,97.29,96.19,92.98,92.42,96.47
2/16/14,398.27,2014.1274,6,397.49,377.61,117.46,100.21,97.78,97.29,96.19,92.98,92.42
2/23/14,398.47,2014.1466,7,397.04,377.92,117.52,102.93,100.21,97.78,97.29,96.19,92.98
3/2/14,398.64,2014.1658,5,397.83,378.42,117.51,102.77,102.93,100.21,97.78,97.29,96.19
3/9/14,400.07,2014.1849,6,397.09,378.94,118.72,103.07,102.77,102.93,100.21,97.78,97.29
3/16/14,401.36,2014.2041,3,397.47,379.55,119.73,99.55,103.07,102.77,102.93,100.21,97.78
3/23/14,400.3,2014.2233,5,398.18,378.71,118.36,99.77,99.55,103.07,102.77,102.93,100.21
3/30/14,400.8,2014.2425,7,398.4,379.9,118.52,100.66,99.77,99.55,103.07,102.77,102.93
4/6/14,401.29,2014.2616,7,398.09,380.59,118.68,100.46,100.66,99.77,99.55,103.07,102.77
4/13/14,401.72,2014.2808,5,397.38,380.82,118.79,102.72,100.46,100.66,99.77,99.55,103.07
4/20/14,401.77,2014.3,7,399.22,380.81,118.58,103.95,102.72,100.46,100.66,99.77,99.55
4/27/14,401.92,2014.3192,6,399.8,380.54,118.54,102.11,103.95,102.72,100.46,100.66,99.77
5/4/14,401.9,2014.3384,3,399.82,381.17,118.42,100.51,102.11,103.95,102.72,100.46,100.66
5/11/14,401.91,2014.3575,2,399.92,380.72,118.43,100.29,100.51,102.11,103.95,102.72,100.46
5/18/14,401.93,2014.3767,7,400.16,380.47,118.54,101.92,100.29,100.51,102.11,103.95,102.72
5/25/14,402,2014.3959,7,400.29,381.2,118.78,103.82,101.92,100.29,100.51,102.11,103.95
6/1/14,401.99,2014.4151,7,399.43,379.96,119.04,103.95,103.82,101.92,100.29,100.51,102.11
6/8/14,401.68,2014.4342,6,398.79,380.38,119.05,103.23,103.95,103.82,101.92,100.29,100.51
6/15/14,401.21,2014.4534,7,398.44,380.23,118.95,105.97,103.23,103.95,103.82,101.92,100.29
6/22/14,401.12,2014.4726,6,398.67,379.55,119.26,107.23,105.97,103.23,103.95,103.82,101.92
6/29/14,400.43,2014.4918,7,398.5,379.17,119.01,106.69,107.23,105.97,103.23,103.95,103.82
7/6/14,400.12,2014.511,7,397.93,378.48,119.16,105.52,106.69,107.23,105.97,103.23,103.95
7/13/14,399.1,2014.5301,5,397.27,378,118.63,103.25,105.52,106.69,107.23,105.97,103.23
7/20/14,399.12,2014.5493,5,396.86,376.76,119.17,102.37,103.25,105.52,106.69,107.23,105.97
7/27/14,397.77,2014.5685,5,396.98,376.52,118.34,104.35,102.37,103.25,105.52,106.69,107.23
8/3/14,398.06,2014.5877,4,396.12,376.91,119.18,102.19,104.35,102.37,103.25,105.52,106.69
8/10/14,397.5,2014.6068,5,395.38,376.27,119.16,97.5,102.19,104.35,102.37,103.25,105.52
8/17/14,397.04,2014.626,4,395.35,375.91,119.23,97.17,97.5,102.19,104.35,102.37,103.25
8/24/14,396.59,2014.6452,5,394.55,376.59,119.26,94.95,97.17,97.5,102.19,104.35,102.37
8/31/14,396.63,2014.6644,4,394.14,374.17,119.73,96.25,94.95,97.17,97.5,102.19,104.35
9/7/14,395.27,2014.6836,6,393.62,374.57,118.71,94.06,96.25,94.95,97.17,97.5,102.19
9/14/14,395.33,2014.7027,3,393.66,374.42,119.01,92.43,94.06,96.25,94.95,97.17,97.5
9/21/14,395.71,2014.7219,6,393.55,374.55,119.51,93.52,92.43,94.06,96.25,94.95,97.17
9/28/14,395.58,2014.7411,6,393.51,374.34,119.39,93.15,93.52,92.43,94.06,96.25,94.95
10/5/14,395.82,2014.7603,7,393.59,374.24,119.54,91.44,93.15,93.52,92.43,94.06,96.25
10/12/14,395.91,2014.7795,5,393.76,374.41,119.45,87.63,91.44,93.15,93.52,92.43,94.06
10/19/14,396.12,2014.7986,5,394.14,374.8,119.4,82.88,87.63,91.44,93.15,93.52,92.43
10/26/14,397.81,2014.8178,5,394.4,375.22,120.77,82.12,82.88,87.63,91.44,93.15,93.52
11/2/14,397.04,2014.837,7,394.66,375.52,119.66,81.29,82.12,82.88,87.63,91.44,93.15
11/9/14,397.46,2014.8562,6,395.72,375.61,119.71,78.24,81.29,82.12,82.88,87.63,91.44
11/16/14,397.6,2014.8753,7,394.93,377.12,119.48,76.5,78.24,81.29,82.12,82.88,87.63
11/23/14,398.15,2014.8945,5,396.13,376.93,119.68,75.38,76.5,78.24,81.29,82.12,82.88
11/30/14,398.47,2014.9137,7,396.4,377.06,119.67,72.36,75.38,76.5,78.24,81.29,82.12
12/7/14,399.39,2014.9329,5,396.35,377.7,120.27,67.18,72.36,75.38,76.5,78.24,81.29
12/14/14,399.36,2014.9521,7,397.43,377.5,119.96,61.14,67.18,72.36,75.38,76.5,78.24
12/21/14,399.11,2014.9712,7,397.44,377.95,119.45,55.89,61.14,67.18,72.36,75.38,76.5
12/28/14,400.03,2014.9904,7,397.55,378.07,120.14,55.58,55.89,61.14,67.18,72.36,75.38
1/4/15,400.05,2015.0096,7,398.47,378.31,119.99,53.44,55.58,55.89,61.14,67.18,72.36
1/11/15,400.36,2015.0288,6,397.7,378.65,120.14,48.77,53.44,55.58,55.89,61.14,67.18
1/18/15,399.7,2015.0479,7,398.32,378.55,119.35,47.07,48.77,53.44,55.58,55.89,61.14
1/25/15,400.39,2015.0671,7,397.99,378.94,119.92,46.46,47.07,48.77,53.44,55.58,55.89
2/1/15,400.44,2015.0863,7,398.15,379.54,119.86,45.32,46.46,47.07,48.77,53.44,55.58
2/8/15,400.14,2015.1055,7,398.08,379.39,119.47,50.58,45.32,46.46,47.07,48.77,53.44
2/15/15,400.11,2015.1247,7,398.21,379.98,119.32,51.14,50.58,45.32,46.46,47.07,48.77
2/22/15,401.53,2015.1438,7,398.63,380.45,120.62,51.69,51.14,50.58,45.32,46.46,47.07
3/1/15,401.48,2015.163,4,398.36,381.4,120.39,49.16,51.69,51.14,50.58,45.32,46.46
3/8/15,402.23,2015.1822,6,399.88,380.46,120.94,50.38,49.16,51.69,51.14,50.58,45.32
3/15/15,400.98,2015.2014,6,401.01,381.48,119.42,47.69,50.38,49.16,51.69,51.14,50.58
3/22/15,401.97,2015.2205,7,400.34,380.11,120.11,44.39,47.69,50.38,49.16,51.69,51.14
3/29/15,402,2015.2397,5,400.69,382.33,119.81,48.68,44.39,47.69,50.38,49.16,51.69
4/5/15,403.4,2015.2589,4,401.34,382.53,120.86,48.91,48.68,44.39,47.69,50.38,49.16
4/12/15,404.23,2015.2781,6,401.51,382.25,121.36,51.78,48.91,48.68,44.39,47.69,50.38
4/19/15,403.27,2015.2973,7,401.69,382.46,120.1,54.78,51.78,48.91,48.68,44.39,47.69
4/26/15,403.99,2015.3164,7,401.95,382.97,120.6,56.14,54.78,51.78,48.91,48.68,44.39
5/3/15,404.33,2015.3356,6,401.94,381.81,120.81,57.98,56.14,54.78,51.78,48.91,48.68
5/10/15,404.16,2015.3548,7,401.49,382.3,120.61,59.73,57.98,56.14,54.78,51.78,48.91
5/17/15,404.16,2015.374,7,402.08,382.91,120.68,60.01,59.73,57.98,56.14,54.78,51.78
5/24/15,403.99,2015.3932,7,401.79,383.15,120.69,58.95,60.01,59.73,57.98,56.14,54.78
5/31/15,403.37,2015.4123,6,402.11,382.99,120.34,58.19,58.95,60.01,59.73,57.98,56.14
6/7/15,403.41,2015.4315,7,401.54,382.74,120.71,59.66,58.19,58.95,60.01,59.73,57.98
6/14/15,402.56,2015.4507,7,401.49,382.58,120.25,60.07,59.66,58.19,58.95,60.01,59.73
6/21/15,402.88,2015.4699,7,401.18,382.06,121,59.89,60.07,59.66,58.19,58.95,60.01
6/28/15,402.33,2015.489,7,400.49,381.47,120.91,60.01,59.89,60.07,59.66,58.19,58.95
7/5/15,401.9,2015.5082,6,400.14,381.1,120.95,57.92,60.01,59.89,60.07,59.66,58.19
7/12/15,401.57,2015.5274,5,399.45,381.28,121.12,52.38,57.92,60.01,59.89,60.07,59.66
7/19/15,401.43,2015.5466,3,398.86,380.85,121.48,51.68,52.38,57.92,60.01,59.89,60.07
7/26/15,400.38,2015.5658,7,398.15,380.26,120.94,49.21,51.68,52.38,57.92,60.01,59.89
8/2/15,398.54,2015.5849,6,397.96,379.81,119.63,47.91,49.21,51.68,52.38,57.92,60.01
8/9/15,399.37,2015.6041,6,397.49,379.23,121,44.94,47.91,49.21,51.68,52.38,57.92
8/16/15,399.32,2015.6233,6,397.15,378.93,121.47,43.2,44.94,47.91,49.21,51.68,52.38
8/23/15,399.04,2015.6425,7,396.69,378.1,121.68,41.34,43.2,44.94,47.91,49.21,51.68
8/30/15,398.68,2015.6616,7,396.62,378.07,121.75,40.73,41.34,43.2,44.94,47.91,49.21
9/6/15,397.96,2015.6808,6,395.34,377.35,121.39,46.73,40.73,41.34,43.2,44.94,47.91
9/13/15,397.43,2015.7,4,395.23,376.44,121.12,45.16,46.73,40.73,41.34,43.2,44.94
9/20/15,397.52,2015.7192,7,395.76,376.45,121.35,45.48,45.16,46.73,40.73,41.34,43.2
9/27/15,397.41,2015.7384,5,395.56,376.69,121.27,45.57,45.48,45.16,46.73,40.73,41.34
10/4/15,398.56,2015.7575,7,395.84,376.87,122.32,45,45.57,45.48,45.16,46.73,40.73
10/11/15,398.37,2015.7767,6,395.88,377.1,121.93,48.36,45,45.57,45.48,45.16,46.73
10/18/15,398.71,2015.7959,6,396.11,-999.99,121.99,46.82,48.36,45,45.57,45.48,45.16
10/25/15,398.68,2015.8151,7,397.61,377.7,121.62,45.16,46.82,48.36,45,45.57,45.48
11/1/15,399.26,2015.8342,6,397.05,378.03,121.82,44.99,45.16,46.82,48.36,45,45.57
11/8/15,400.22,2015.8534,5,397.34,378.14,122.4,45.98,44.99,45.16,46.82,48.36,45
11/15/15,400.55,2015.8726,6,397.69,379.05,122.35,42.7,45.98,44.99,45.16,46.82,48.36
11/22/15,400.58,2015.8918,7,397.98,378.78,122.02,40.62,42.7,45.98,44.99,45.16,46.82
11/29/15,401,2015.911,7,398.41,379.22,122.13,40.49,40.62,42.7,45.98,44.99,45.16
12/6/15,401.52,2015.9301,6,399.29,380.12,122.36,40.4,40.49,40.62,42.7,45.98,44.99
12/13/15,402.55,2015.9493,7,399.36,380.41,123.13,36.93,40.4,40.49,40.62,42.7,45.98
12/20/15,402.81,2015.9685,7,399.16,380.44,123.16,35.78,36.93,40.4,40.49,40.62,42.7
12/27/15,402.28,2015.9877,7,399.79,380.74,122.42,36.26,35.78,36.93,40.4,40.49,40.62
1/3/16,402.32,2016.0068,5,400.09,381.37,122.31,36.99,36.26,35.78,36.93,40.4,40.49
1/10/16,402.65,2016.026,5,400.32,381.5,122.45,34.65,36.99,36.26,35.78,36.93,40.4
1/17/16,402.78,2016.0451,7,399.7,381.74,122.41,30.59,34.65,36.99,36.26,35.78,36.93
1/24/16,403.33,2016.0642,7,400.25,381.84,122.81,29.19,30.59,34.65,36.99,36.26,35.78
1/31/16,404.75,2016.0833,5,400.42,381.97,124.1,31.81,29.19,30.59,34.65,36.99,36.26
2/7/16,403.98,2016.1025,5,400.26,382.56,123.22,31.26,31.81,29.19,30.59,34.65,36.99
2/14/16,403.85,2016.1216,7,400.04,382.6,122.98,28.14,31.26,31.81,29.19,30.59,34.65
2/21/16,404.59,2016.1407,7,401.45,382.22,123.61,30.02,28.14,31.26,31.81,29.19,30.59
2/28/16,404.24,2016.1598,7,401.33,382.4,123.13,31.32,30.02,28.14,31.26,31.81,29.19
3/6/16,404.18,2016.179,6,402.09,383.09,122.9,34.43,31.32,30.02,28.14,31.26,31.81
3/13/16,404.97,2016.1981,7,401.23,383.17,123.48,37.69,34.43,31.32,30.02,28.14,31.26
3/20/16,405.85,2016.2172,5,401.65,382.92,124.1,38.32,37.69,34.43,31.32,30.02,28.14
3/27/16,405.64,2016.2363,7,402.39,382.63,123.59,39.45,38.32,37.69,34.43,31.32,30.02
4/3/16,406.78,2016.2555,4,402.96,384.61,124.4,36.82,39.45,38.32,37.69,34.43,31.32
4/10/16,408.91,2016.2746,6,404.35,384.9,126.19,36.72,36.82,39.45,38.32,37.69,34.43
4/17/16,407.64,2016.2937,7,403.4,385.01,124.59,41.23,36.72,36.82,39.45,38.32,37.69
4/24/16,407.9,2016.3128,5,403.84,384.92,124.58,41.86,41.23,36.72,36.82,39.45,38.32
5/1/16,407.73,2016.332,7,404.29,385.2,124.22,44.3,41.86,41.23,36.72,36.82,39.45
5/8/16,408.05,2016.3511,7,404.05,385.19,124.45,44.22,44.3,41.86,41.23,36.72,36.82
5/15/16,407.49,2016.3702,7,404.26,385.51,123.9,45.44,44.22,44.3,41.86,41.23,36.72
5/22/16,408.51,2016.3893,6,403.97,385.1,125.05,47.99,45.44,44.22,44.3,41.86,41.23
5/29/16,407.64,2016.4085,5,403.54,384.85,124.42,48.72,47.99,45.44,44.22,44.3,41.86
6/5/16,407.04,2016.4276,7,403.46,384.33,124.15,49,48.72,47.99,45.44,44.22,44.3
6/12/16,407.39,2016.4467,6,402.59,384.42,124.89,50.18,49,48.72,47.99,45.44,44.22
6/19/16,406.85,2016.4658,6,402.96,384.05,124.8,47.89,50.18,49,48.72,47.99,45.44
6/26/16,406.17,2016.485,5,402.29,383.52,124.6,48.71,47.89,50.18,49,48.72,47.99
7/3/16,405.75,2016.5041,6,401.95,383.31,124.68,48.17,48.71,47.89,50.18,49,48.72
7/10/16,404.68,2016.5232,6,401.84,382.97,124.13,46.17,48.17,48.71,47.89,50.18,49
7/17/16,403.59,2016.5423,7,401.14,381.98,123.56,45.6,46.17,48.17,48.71,47.89,50.18
7/24/16,404.04,2016.5615,7,400.6,382.26,124.54,44.44,45.6,46.17,48.17,48.71,47.89
7/31/16,403.68,2016.5806,6,398.61,381.4,124.7,41.83,44.44,45.6,46.17,48.17,48.71
8/7/16,403.08,2016.5997,5,399.43,380.99,124.63,40.82,41.83,44.44,45.6,46.17,48.17
8/14/16,402.05,2016.6189,4,399.28,380.39,124.12,43.11,40.82,41.83,44.44,45.6,46.17
8/21/16,402.11,2016.638,7,399.15,380.05,124.66,47.16,43.11,40.82,41.83,44.44,45.6
8/28/16,401.16,2016.6571,5,398.68,379.51,124.15,47.05,47.16,43.11,40.82,41.83,44.44
9/4/16,401.18,2016.6762,6,398.1,378.91,124.55,45.11,47.05,47.16,43.11,40.82,41.83
9/11/16,401.47,2016.6954,6,397.49,379.29,125.11,45.96,45.11,47.05,47.16,43.11,40.82
9/18/16,401.08,2016.7145,7,397.5,378.82,124.9,44.34,45.96,45.11,47.05,47.16,43.11
9/25/16,400.94,2016.7336,5,397.46,379.17,124.8,44.59,44.34,45.96,45.11,47.05,47.16
10/2/16,401.13,2016.7527,7,398.69,379.06,124.94,46.55,44.59,44.34,45.96,45.11,47.05
10/9/16,401.78,2016.7719,6,398.22,379.07,125.41,49.48,46.55,44.59,44.34,45.96,45.11
10/16/16,401.86,2016.791,7,398.68,379.12,125.23,50.29,49.48,46.55,44.59,44.34,45.96
10/23/16,402.35,2016.8101,6,398.7,379.74,125.4,50.56,50.29,49.48,46.55,44.59,44.34
10/30/16,403,2016.8292,7,399.15,379.82,125.68,49.36,50.56,50.29,49.48,46.55,44.59
11/6/16,403,2016.8484,6,399.75,379.99,125.31,45.51,49.36,50.56,50.29,49.48,46.55
11/13/16,403.79,2016.8675,6,400.8,380.17,125.73,44.61,45.51,49.36,50.56,50.29,49.48
11/20/16,404.19,2016.8866,7,400.5,380.75,125.79,45.15,44.61,45.51,49.36,50.56,50.29
11/27/16,404.75,2016.9057,5,400.96,381.49,126.03,47.25,45.15,44.61,45.51,49.36,50.56
12/4/16,404.09,2016.9249,7,401.46,381.68,125.08,48.63,47.25,45.15,44.61,45.51,49.36
12/11/16,405.02,2016.944,6,402.58,382,125.75,50.97,48.63,47.25,45.15,44.61,45.51
12/18/16,404.62,2016.9631,7,402.83,382.32,125.1,51.91,50.97,48.63,47.25,45.15,44.61
12/25/16,404.96,2016.9822,7,402.3,382.24,125.22,51.95,51.91,50.97,48.63,47.25,45.15
1/1/17,406.14,2017.0014,7,402.24,382.29,126.12,53.6,51.95,51.91,50.97,48.63,47.25
1/8/17,406.2,2017.0205,7,402.57,383.14,125.99,53.34,53.6,51.95,51.91,50.97,48.63
1/15/17,406.41,2017.0397,7,402.8,382.42,126.03,52.07,53.34,53.6,51.95,51.91,50.97
1/22/17,406.71,2017.0589,4,403.34,384.12,126.19,51.82,52.07,53.34,53.6,51.95,51.91
1/29/17,406.43,2017.0781,6,404.03,383.83,125.8,52.74,51.82,52.07,53.34,53.6,51.95
2/5/17,406.26,2017.0973,7,404.6,383.59,125.53,53.33,52.74,51.82,52.07,53.34,53.6
2/12/17,406.14,2017.1164,7,403.67,385.21,125.32,52.88,53.33,52.74,51.82,52.07,53.34
2/19/17,407.17,2017.1356,5,404.64,384.7,126.25,53.22,52.88,53.33,52.74,51.82,52.07
2/26/17,407.6,2017.1548,7,404.3,384.26,126.56,54.03,53.22,52.88,53.33,52.74,51.82
3/5/17,406.34,2017.174,2,403.95,383.68,125.14,53.56,54.03,53.22,52.88,53.33,52.74
