,Date,co2,NG_F,coal-f,NG_S,crude,co2_diff,crude_diff,crude_diff_3,NG_F_5
314,2006/9/4,378.81,5.675,,5.53,68.019997,-0.93,-2.590004,-3.450004,7.246
315,2006/9/11,379.36,4.982,,5.15,65.610001,0.55,-2.409996,-1.080002,7.269
316,2006/9/18,378.86,4.627,,4.8,63.799999,-0.5,-1.810002,-1.839996,6.731
317,2006/9/25,379.06,5.62,,4.17,61.450001,0.2,-2.349998,-2.590004,7.157
318,2006/10/2,379.11,6.427,,4.32,61.029999,0.05,-0.420002,-2.409996,5.877
319,2006/10/9,379.09,5.659,,5.07,59.959999,-0.02,-1.07,-1.810002,5.675
320,2006/10/16,379.12,7.241,,6.22,59.939999,0.03,-0.02,-2.349998,4.982
321,2006/10/23,379.67,7.153,,7.39,58.810001,0.55,-1.129998,-0.420002,4.627
322,2006/10/30,379.84,7.884,,7.11,58.360001,0.17,-0.45,-1.07,5.62
323,2006/11/6,379.96,7.794,,7.04,60.02,0.12,1.659999,-0.02,6.427
324,2006/11/13,380.19,8.179,,7.39,58.580002,0.23,-1.439998,-1.129998,5.659
325,2006/11/20,380.57,7.718,,7.59,58.799999,0.38,0.219997,-0.45,7.241
326,2006/11/27,381.44,8.422,,7.93,60.32,0.87,1.520001,1.659999,7.153
327,2006/12/4,381.67,7.561,,7.51,62.439999,0.23,2.119999,-1.439998,7.884
328,2006/12/11,381.9,7.409,,7.01,61.220001,0.23,-1.219998,0.219997,7.794
329,2006/12/18,382.39,6.635,,6.26,62.209999,0.49,0.989998,1.520001,8.179
330,2006/12/25,382.18,6.299,,5.6,62.209999,-0.21,0,2.119999,7.718
331,2007/1/1,382.29,6.184,,5.5,62.209999,0.11,0,-1.219998,8.422
332,2007/1/8,383.14,6.601,,6.13,56.09,0.85,-6.119999,0.989998,7.561
333,2007/1/15,382.65,6.886,,6.52,56.09,-0.49,0,0,7.409
334,2007/1/22,383.77,7.175,,7.29,51.130001,1.12,-4.959999,0,6.635
335,2007/1/29,383.88,7.476,,7.71,54.009998,0.11,2.879997,-6.119999,6.299
336,2007/2/5,383.48,7.827,,8.31,58.740002,-0.4,4.730004,0,6.184
337,2007/2/12,385.03,7.503,,8.43,57.810001,1.55,-0.930001,-4.959999,6.601
338,2007/2/19,384.93,7.755,,7.46,61.389999,-0.1,3.579998,2.879997,6.886
339,2007/2/26,384.22,7.243,,7.34,60.07,-0.71,-1.319999,4.730004,7.175
340,2007/3/5,383.62,7.083,,7.32,58.91,-0.6,-1.16,-0.930001,7.476
341,2007/3/12,384.55,6.924,,6.86,56.59,0.93,-2.32,3.579998,7.827
342,2007/3/19,385.29,7.269,,6.91,62.91,0.74,6.32,-1.319999,7.503
343,2007/3/26,386.08,7.73,,7.32,65.940002,0.79,3.030002,-1.16,7.755
344,2007/4/2,386.07,7.607,,7.55,61.509998,-0.01,-4.430004,-2.32,7.243
345,2007/4/9,385.93,7.801,,7.83,63.610001,-0.14,2.100003,6.32,7.083
346,2007/4/16,387.51,7.381,,7.51,65.889999,1.58,2.279998,3.030002,6.924
347,2007/4/23,387.18,7.831,,7.48,65.709999,-0.33,-0.18,-4.430004,7.269
348,2007/4/30,386.82,7.938,,7.68,61.470001,-0.36,-4.239998,2.100003,7.73
349,2007/5/7,386.46,7.899,,7.56,62.459999,-0.36,0.989998,2.279998,7.607
350,2007/5/14,386.88,7.944,,7.74,66.269997,0.42,3.809998,-0.18,7.801
351,2007/5/21,386.74,7.64,,7.56,66.209999,-0.14,-0.059998,-4.239998,7.381
352,2007/5/28,387.14,7.878,,7.65,65.970001,0.4,-0.239998,0.989998,7.831
353,2007/6/4,387.13,7.663,,7.76,69.089996,-0.01,3.119995,3.809998,7.938
354,2007/6/11,386.66,7.918,,7.51,69.18,-0.47,0.090004,-0.059998,7.899
355,2007/6/18,385.93,7.13,,7.36,71.089996,-0.73,1.909996,-0.239998,7.944
356,2007/6/25,385.27,6.773,,6.71,72.190002,-0.66,1.100006,3.119995,7.64
357,2007/7/2,385.61,6.444,,6.27,74.150002,0.34,1.96,0.090004,7.878
358,2007/7/9,385.35,6.662,,6.4,74.889999,-0.26,0.739997,1.909996,7.663
359,2007/7/16,384.32,6.446,,6.37,76.830002,-1.03,1.940003,1.100006,7.918
360,2007/7/23,384.04,6.11,,5.76,72.059998,-0.28,-4.770004,1.96,7.13
361,2007/7/30,383.11,6.09,,6.3,71.620003,-0.93,-0.439995,0.739997,6.773
362,2007/8/6,382.7,6.82,,6.35,71.120003,-0.41,-0.5,1.940003,6.444
363,2007/8/13,382.11,7.01,,7.08,71.970001,-0.59,0.849998,-4.770004,6.662
364,2007/8/20,382.33,5.523,,5.93,77.489998,0.22,5.519997,-0.439995,6.446
365,2007/8/27,381.86,5.468,,5.51,80.57,-0.47,3.080002,-0.5,6.11
366,2007/9/3,381.76,5.501,,5.66,80.949997,-0.1,0.379997,0.849998,6.09
367,2007/9/10,380.88,6.279,,6.03,80.239998,-0.88,-0.709999,5.519997,6.82
368,2007/9/17,381.03,6.08,,6.21,79.019997,0.15,-1.220001,3.080002,7.01
369,2007/9/24,380.91,6.87,,6.33,86.129997,-0.12,7.11,0.379997,5.523
370,2007/10/1,381.12,7.073,,6.65,87.559998,0.21,1.430001,-0.709999,5.468
371,2007/10/8,381.19,6.974,,6.68,93.529999,0.07,5.970001,-1.220001,5.501
372,2007/10/15,381.27,7.041,,7.1,93.980003,0.08,0.450004,7.11,6.279
373,2007/10/22,381.59,7.218,,6.39,94.620003,0.32,0.64,1.430001,6.08
374,2007/10/29,382,8.418,,6.93,94.639999,0.41,0.019996,5.970001,6.87
375,2007/11/5,382.26,7.897,,6.95,97.699997,0.26,3.059998,0.450004,7.073
376,2007/11/12,382.46,8.001,,7.19,89.309998,0.2,-8.389999,0.64,6.974
377,2007/11/19,383.29,7.7,,6.88,87.860001,0.83,-1.449997,0.019996,7.041
378,2007/11/26,383.12,7.302,,7.44,90.629997,-0.17,2.769996,3.059998,7.218
379,2007/12/3,383.91,7.155,,7.12,90.629997,0.79,0,-8.389999,8.418
380,2007/12/10,383.95,7.025,,7.17,95.980003,0.04,5.350006,-1.449997,7.897
381,2007/12/17,384.63,7.19,,7.12,95.089996,0.68,-0.890007,2.769996,8.001
382,2007/12/24,384.18,7.386,,6.97,94.199997,-0.45,-0.889999,0,7.7
383,2007/12/31,385.02,7.841,,7.57,90.989998,0.84,-3.209999,5.350006,7.302
384,2008/1/7,384.67,8.21,,7.84,90.019997,-0.35,-0.970001,-0.890007,7.155
385,2008/1/14,386.05,7.993,,8.33,93.589996,1.38,3.569999,-0.889999,7.025
386,2008/1/21,386.25,7.983,,7.87,99.230003,0.2,5.640007,-3.209999,7.19
387,2008/1/28,387.02,7.74,,8.02,102.449997,0.77,3.219994,-0.970001,7.386
388,2008/2/4,386.25,8.301,,7.87,107.900002,-0.77,5.450005,3.569999,7.841
389,2008/2/11,386.2,8.66,,8.47,105.68,-0.05,-2.220002,5.640007,8.21
390,2008/2/18,385.54,9.146,,8.89,100.860001,-0.66,-4.819999,3.219994,7.993
391,2008/2/25,385.62,9.366,,9.16,101.580002,0.08,0.720001,5.450005,7.983
392,2008/3/3,386.06,9.769,,9.43,109.089996,0.44,7.509994,-2.220002,7.74
393,2008/3/10,385.95,9.868,,9.74,111.760002,-0.11,2.670006,-4.819999,8.301
394,2008/3/17,386.08,9.065,,9.09,117.480003,0.13,5.720001,0.720001,8.66
395,2008/3/24,386.97,9.8,,9.24,118.75,0.89,1.269997,7.509994,9.146
396,2008/3/31,388.31,9.322,,9.68,119.970001,1.34,1.220001,2.670006,9.366
397,2008/4/7,386.98,9.901,,9.88,124.230003,-1.33,4.260002,5.720001,9.769
398,2008/4/14,386.72,10.587,,10.13,127.050003,-0.26,2.82,1.269997,9.868
399,2008/4/21,387.58,10.963,,10.54,127.760002,0.86,0.709999,1.220001,9.065
400,2008/4/28,387.52,10.777,,10.75,134.350006,-0.06,6.590004,4.260002,9.8
401,2008/5/5,388.77,11.537,,11.11,134.610001,1.25,0.259995,2.82,9.322
402,2008/5/12,389.11,11.094,,11.36,136.740005,0.34,2.130004,0.709999,9.901
403,2008/5/19,389.13,11.857,,11.31,140,0.02,3.259995,6.590004,10.587
404,2008/5/26,388.82,11.703,,11.67,141.369995,-0.31,1.369995,0.259995,10.963
405,2008/6/2,388.76,12.693,,12.29,145.179993,-0.06,3.809998,2.130004,10.777
406,2008/6/9,387.74,12.625,,12.59,131.039993,-1.02,-14.14,3.259995,11.537
407,2008/6/16,388.11,12.994,,12.88,124.730003,0.37,-6.30999,1.369995,11.094
408,2008/6/23,387.53,13.198,,12.89,121.410004,-0.58,-3.319999,3.809998,11.857
409,2008/6/30,387.53,13.577,,13.2,114.449997,0,-6.960007,-14.14,11.703
410,2008/7/7,387.53,11.904,,12.3,112.870003,0,-1.579994,-6.30999,12.693
411,2008/7/14,387.53,10.57,,11.3,115.110001,0,2.239998,-3.319999,12.625
412,2008/7/21,386.61,9.084,,9.93,106.339996,-0.92,-8.770005,-6.960007,12.994
413,2008/7/28,385.14,9.389,,9.15,95.709999,-1.47,-10.629997,-1.579994,13.198
414,2008/8/4,385.46,8.248,,8.71,120.919998,0.32,25.209999,2.239998,13.577
415,2008/8/11,384.17,8.092,,8.1,96.370003,-1.29,-24.549995,-8.770005,11.904
416,2008/8/18,383.91,7.843,,7.9,87.809998,-0.26,-8.560005,-10.629997,10.57
417,2008/8/25,383.52,7.943,,8.16,81.190002,-0.39,-6.619996,25.209999,9.084
418,2008/9/1,383.73,7.449,,7.54,74.25,0.21,-6.940002,-24.549995,9.389
419,2008/9/8,383.26,7.366,,7.69,63.220001,-0.47,-11.029999,-8.560005,8.248
420,2008/9/15,383.6,7.531,,7.91,63.91,0.34,0.689999,-6.619996,8.092
421,2008/9/22,383.28,7.472,,7.74,62.41,-0.32,-1.5,-6.940002,7.843
422,2008/9/29,382.97,7.358,,7.3,54.950001,-0.31,-7.459999,-11.029999,7.943
423,2008/10/6,383.1,6.535,,6.68,54.5,0.13,-0.450001,0.689999,7.449
424,2008/10/13,383.07,6.786,,6.68,49.279999,-0.03,-5.220001,-1.5,7.366
425,2008/10/20,383.29,6.239,,6.75,43.709999,0.22,-5.57,-7.459999,7.531
426,2008/10/27,384.21,6.783,,6.44,44.509998,0.92,0.799999,-0.450001,7.472
427,2008/11/3,384.01,6.757,,6.76,39.91,-0.2,-4.599998,-5.220001,7.358
428,2008/11/10,384.33,6.312,,6.68,40.02,0.32,0.11,-5.57,6.535
429,2008/11/17,384.57,6.48,,6.67,48.810001,0.24,8.790001,0.799999,6.786
430,2008/11/24,384.72,6.51,,6.61,37.59,0.15,-11.220001,-4.599998,6.239
431,2008/12/1,385.28,5.742,,6.44,45.73,0.56,8.14,0.11,6.783
432,2008/12/8,385.52,5.488,,5.68,40.080002,0.24,-5.649998,8.790001,6.757
433,2008/12/15,385.77,5.334,,5.72,39.560001,0.25,-0.520001,-11.220001,6.312
434,2008/12/22,386.15,5.826,,5.41,38.439999,0.38,-1.120002,8.14,6.48
435,2008/12/29,386.46,5.971,,5.64,40.150002,0.31,1.710003,-5.649998,6.51
436,2009/1/5,386.63,5.516,,5.88,47.07,0.17,6.919998,-0.520001,5.742
437,2009/1/12,387.24,4.801,,5.42,47.349998,0.61,0.279998,-1.120002,5.488
438,2009/1/19,387.37,4.518,,4.8,53.799999,0.13,6.450001,1.710003,5.334
439,2009/1/26,387.74,4.417,,4.74,48.41,0.37,-5.389999,6.919998,5.826
440,2009/2/2,387.25,4.774,,4.81,51.049999,-0.49,2.639999,0.279998,5.971
441,2009/2/9,387.16,4.452,,4.72,50.049999,-0.09,-1,6.450001,5.516
442,2009/2/16,387.84,4.006,,4.34,45.880001,0.68,-4.169998,-5.389999,4.801
443,2009/2/23,388.45,4.198,,4.15,50.139999,0.61,4.259998,2.639999,4.518
444,2009/3/2,389.3,3.945,,4.23,54.470001,0.85,4.330002,-1,4.417
445,2009/3/9,389.03,3.932,,3.89,58.5,-0.27,4.029999,-4.169998,4.774
446,2009/3/16,388.42,4.227,,3.8,59.029999,-0.61,0.529999,4.259998,4.452
447,2009/3/23,389.51,3.631,,4.06,68.580002,1.09,9.550003,4.330002,4.006
448,2009/3/30,389.26,3.801,,3.62,68.089996,-0.25,-0.490006,4.029999,4.198
449,2009/4/6,389.65,3.61,,3.61,70.620003,0.39,2.530007,0.529999,3.945
450,2009/4/13,389.15,3.729,,3.53,66.93,-0.5,-3.690003,9.550003,3.932
451,2009/4/20,389.78,3.297,,3.45,71.489998,0.63,4.559998,-0.490006,4.227
452,2009/4/27,390.74,3.546,,3.29,64.050003,0.96,-7.439995,2.530007,3.631
453,2009/5/4,389.98,4.311,,3.78,59.689999,-0.76,-4.360004,-3.690003,3.801
454,2009/5/11,390.39,4.098,,4.24,63.98,0.41,4.290001,4.559998,3.61
455,2009/5/18,390.6,3.515,,3.79,68.379997,0.21,4.399997,-7.439995,3.729
456,2009/5/25,390.62,3.835,,3.58,71.580002,0.02,3.200005,-4.360004,3.297
457,2009/6/1,390.07,3.868,,3.76,70.599998,-0.55,-0.980004,4.290001,3.546
458,2009/6/8,390.42,3.857,,3.53,66.75,0.35,-3.849998,4.399997,4.311
459,2009/6/15,389.64,4.032,,4.04,74.370003,-0.78,7.620003,3.200005,4.098
460,2009/6/22,388.73,3.949,,3.87,69.959999,-0.91,-4.410004,-0.980004,3.515
461,2009/6/29,388.9,3.6,,3.68,68.860001,0.17,-1.099998,-3.849998,3.835
462,2009/7/6,388.7,3.373,,3.27,69.709999,-0.2,0.849998,7.620003,3.868
463,2009/7/13,388.57,3.669,,3.29,66.839996,-0.13,-2.870003,-4.410004,3.857
464,2009/7/20,387.9,3.695,,3.5,70.410004,-0.67,3.570008,-1.099998,4.032
465,2009/7/27,387.58,3.653,,3.41,73.269997,-0.32,2.859993,0.849998,3.949
466,2009/8/3,387.28,3.674,,3.58,79.610001,-0.3,6.340004,-2.870003,3.6
467,2009/8/10,386.22,3.238,,3.39,78.68,-1.06,-0.930001,3.570008,3.373
468,2009/8/17,385.91,2.804,,3.01,78.129997,-0.31,-0.550003,2.859993,3.669
469,2009/8/24,385.83,3.033,,2.72,79.43,-0.08,1.300003,6.340004,3.695
470,2009/8/31,385.36,2.728,,2.18,78.900002,-0.47,-0.529998,-0.930001,3.653
471,2009/9/7,384.9,2.96,,2.69,77.559998,-0.46,-1.340004,-0.550003,3.674
472,2009/9/14,384.96,3.778,,3.21,77.279999,0.06,-0.279999,1.300003,3.238
473,2009/9/21,384.84,3.985,,3.46,73.93,-0.12,-3.349999,-0.529998,2.804
474,2009/9/28,384.23,4.718,,3.06,69.510002,-0.61,-4.419998,-1.340004,3.033
475,2009/10/5,384.08,4.77,,3.6,72.470001,-0.15,2.959999,-0.279999,2.728
476,2009/10/12,384.58,4.781,,3.93,78.769997,0.5,6.299996,-3.349999,2.96
477,2009/10/19,384.92,4.787,,4.7,81.510002,0.34,2.740005,-4.419998,3.778
478,2009/10/26,385.22,5.045,,4.37,82.519997,0.3,1.009995,2.959999,3.985
479,2009/11/2,385.58,4.595,,4.28,75.260002,0.36,-7.259995,6.299996,4.718
480,2009/11/9,385.9,4.392,,3.38,74.43,0.32,-0.830002,2.740005,4.77
481,2009/11/16,386.55,4.424,,3.3,71.889999,0.65,-2.540001,1.009995,4.781
482,2009/11/23,386.59,5.192,,3.52,80.160004,0.04,8.270005,-7.259995,4.787
483,2009/11/30,387.28,4.586,,4.5,78.699997,0.69,-1.460007,-0.830002,5.045
484,2009/12/7,387.18,5.163,,5.08,81.870003,-0.1,3.170006,-2.540001,4.595
485,2009/12/14,387.07,5.782,,5.61,79.800003,-0.11,-2.07,8.270005,4.392
486,2009/12/21,388.61,5.643,,5.66,81.25,1.54,1.449997,-1.460007,4.424
487,2009/12/28,388.8,5.572,,5.88,82.169998,0.19,0.919998,3.170006,5.192
488,2010/1/4,388.37,5.749,,6.56,86.620003,-0.43,4.450005,-2.07,4.586
489,2010/1/11,388.54,5.691,,5.68,84.339996,0.17,-2.280007,1.449997,5.163
490,2010/1/18,388.54,5.819,,5.56,81.449997,0,-2.889999,0.919998,5.782
491,2010/1/25,389.21,5.131,,5.47,84.199997,0.67,2.75,4.450005,5.643
492,2010/2/1,390.91,5.515,,5.47,86.190002,1.7,1.990005,-2.280007,5.572
493,2010/2/8,390.55,5.468,,5.55,76.800003,-0.36,-9.389999,-2.889999,5.749
494,2010/2/15,390.43,5.044,,5.41,70.080002,-0.12,-6.720001,2.75,5.691
495,2010/2/22,389.79,4.813,,4.87,70.209999,-0.64,0.129997,1.990005,5.819
496,2010/3/1,391.14,4.593,,4.74,71.440002,1.35,1.230003,-9.389999,5.131
497,2010/3/8,391.59,4.4,,4.45,75.120003,0.45,3.680001,-6.720001,5.515
498,2010/3/15,391.38,4.169,,4.23,77.82,-0.21,2.699997,0.129997,5.468
499,2010/3/22,390.5,3.872,,4.01,78.25,-0.88,0.43,1.230003,5.044
500,2010/3/29,391.96,4.086,,3.82,74.949997,1.46,-3.300003,3.680001,4.813
501,2010/4/5,391.39,4.07,,4,76.540001,-0.57,1.590004,2.699997,4.593
502,2010/4/12,392.93,4.039,,4.06,78.980003,1.54,2.440002,0.43,4.4
503,2010/4/19,393.53,4.257,,3.99,81.339996,0.6,2.359993,-3.300003,4.169
504,2010/4/26,393.42,3.92,,4.16,81.480003,-0.11,0.140007,1.590004,3.872
505,2010/5/3,393.2,4.015,,3.94,75.239998,-0.22,-6.240005,2.440002,4.086
506,2010/5/10,392.81,4.312,,4.19,73.099998,-0.39,-2.14,2.359993,4.07
507,2010/5/17,393.64,4.035,,4.26,74.699997,0.83,1.599999,0.140007,4.039
508,2010/5/24,392.93,4.341,,4.18,77.190002,-0.71,2.490005,-6.240005,4.257
509,2010/5/31,393.51,4.797,,4.44,74.860001,0.58,-2.330001,-2.14,3.92
510,2010/6/7,392.99,4.781,,4.73,76.519997,-0.52,1.659996,1.599999,4.015
511,2010/6/14,392.1,4.997,,5.1,81.470001,-0.89,4.950004,2.490005,4.312
512,2010/6/21,391.86,4.861,,4.93,82.209999,-0.24,0.739998,-2.330001,4.035
513,2010/6/28,391.36,4.687,,4.66,83.080002,-0.5,0.870003,1.659996,4.341
514,2010/7/5,390.77,4.402,,4.65,82.519997,-0.59,-0.560005,4.950004,4.797
515,2010/7/12,390.06,4.519,,4.48,82.949997,-0.71,0.43,0.739998,4.781
516,2010/7/19,390.47,4.58,,4.64,87.059998,0.41,4.110001,0.870003,4.997
517,2010/7/26,390.04,4.923,,4.75,84.860001,-0.43,-2.199997,-0.560005,4.861
518,2010/8/2,389.07,4.467,,4.8,81.739998,-0.97,-3.120003,0.43,4.687
519,2010/8/9,389.02,4.328,,4.42,85.730003,-0.05,3.990005,4.110001,4.402
520,2010/8/16,388.67,4.117,,4.3,89.379997,-0.35,3.649994,-2.199997,4.519
521,2010/8/23,387.8,3.651,,3.96,88.610001,-0.87,-0.769996,-3.120003,4.58
522,2010/8/30,387.72,3.939,,3.76,88.809998,-0.08,0.199997,3.990005,4.923
523,2010/9/6,386.32,3.883,,3.8,91,-1.4,2.190002,3.649994,4.467
524,2010/9/13,387.24,4.024,,4.01,91.550003,0.92,0.550003,-0.769996,4.328
525,2010/9/20,386.96,3.881,,4.01,89.25,-0.28,-2.300003,0.199997,4.117
526,2010/9/27,386.97,3.797,,3.79,87.870003,0.01,-1.379997,2.190002,3.651
527,2010/10/4,387.14,3.651,,3.52,92.190002,0.17,4.319999,0.550003,3.939
528,2010/10/11,387.02,3.535,,3.49,87.480003,-0.12,-4.709999,-2.300003,3.883
529,2010/10/18,387.62,3.332,,3.37,84.809998,0.6,-2.670005,-1.379997,4.024
530,2010/10/25,388.02,4.038,,3.31,96.970001,0.4,12.160003,4.319999,3.881
531,2010/11/1,388.24,3.937,,3.39,105.440002,0.22,8.470001,-4.709999,3.797
532,2010/11/8,388.25,3.799,,3.7,101.190002,0.01,-4.25,-2.670005,3.651
533,2010/11/15,388.82,4.164,,3.73,102.330002,0.57,1.14,12.160003,3.535
534,2010/11/22,389.69,4.399,,3.9,103.980003,0.87,1.650001,8.470001,3.332
535,2010/11/29,389.86,4.349,,4.2,108.470001,0.17,4.489998,-4.25,4.038
536,2010/12/6,389.97,4.417,,4.46,109.919998,0.11,1.449997,1.14,3.937
537,2010/12/13,389.64,4.066,122.5,4.26,107.120003,-0.33,-2.799995,1.650001,3.799
538,2010/12/20,390.34,4.083,125.25,4.09,112.279999,0.7,5.159996,4.489998,4.164
539,2010/12/27,390.14,4.405,132,4.16,113.519997,-0.2,1.239998,1.449997,4.399
540,2011/1/3,391.74,4.422,129.75,4.52,102.550003,1.6,-10.969994,-2.799995,4.349
541,2011/1/10,390.96,4.48,127.5,4.46,97.370003,-0.78,-5.18,5.159996,4.417
542,2011/1/17,391.7,4.736,125.949997,4.57,97.699997,0.74,0.329994,1.239998,4.066
543,2011/1/24,391.56,4.323,124,4.45,99.010002,-0.14,1.310005,-10.969994,4.083
544,2011/1/31,392.26,4.31,122.050003,4.51,97.300003,0.7,-1.709999,-5.18,4.405
545,2011/2/7,391.63,3.91,119.25,4.17,93.260002,-0.63,-4.040001,0.329994,4.422
546,2011/2/14,391.84,3.876,119.050003,3.9,90.610001,0.21,-2.650001,1.310005,4.48
547,2011/2/21,392.24,4.005,119.199997,3.84,95.150002,0.4,4.540001,-1.709999,4.736
548,2011/2/28,392.26,3.809,122,3.82,95.93,0.02,0.779998,-4.040001,4.323
549,2011/3/7,392.07,3.889,122.5,3.8,99.199997,-0.19,3.269997,-2.650001,4.31
550,2011/3/14,392.69,4.168,124.75,3.88,94.889999,0.62,-4.309998,4.540001,3.91
551,2011/3/21,393.09,4.403,125.5,4.12,81.309998,0.4,-13.580001,0.779998,3.876
552,2011/3/28,394.21,4.362,128,4.3,87.879997,1.12,6.569999,3.269997,4.005
553,2011/4/4,393.19,4.041,128.5,4.15,84.120003,-1.02,-3.759994,-4.309998,3.809
554,2011/4/11,393.28,4.204,128.25,4.12,87.269997,0.09,3.149994,-13.580001,3.889
555,2011/4/18,393.73,4.412,128,4.27,88.190002,0.45,0.920005,6.569999,4.168
556,2011/4/25,393.5,4.698,127.849998,4.39,85.699997,-0.23,-2.490005,-3.759994,4.403
557,2011/5/2,394.33,4.235,126.300003,4.5,80.239998,0.83,-5.459999,3.149994,4.362
558,2011/5/9,393.08,4.246,123.650002,4.18,77.610001,-1.25,-2.629997,0.920005,4.041
559,2011/5/16,395.1,4.23,123.550003,4.15,85.410004,2.02,7.800003,-2.490005,4.204
560,2011/5/23,395.29,4.518,122.800003,4.35,86.379997,0.19,0.969993,-5.459999,4.412
561,2011/5/30,394.41,4.707,122.150002,4.65,91.269997,-0.88,4.89,-2.629997,4.698
562,2011/6/6,393.7,4.757,123.349998,4.83,93.190002,-0.71,1.920005,7.800003,4.235
563,2011/6/13,394,4.325,123.099998,4.56,95.519997,0.3,2.329995,0.969993,4.246
564,2011/6/20,393.75,4.229,122.699997,4.33,98.139999,-0.25,2.620002,4.89,4.23
565,2011/6/27,393.65,4.311,122.449997,4.32,96.919998,-0.1,-1.220001,1.920005,4.518
566,2011/7/4,393.71,4.205,122.949997,4.3,98.209999,0.06,1.290001,2.329995,4.707
567,2011/7/11,393.49,4.546,122.900002,4.41,100.989998,-0.22,2.779999,2.620002,4.757
568,2011/7/18,391.52,4.399,123.099998,4.58,97.769997,-1.97,-3.220001,-1.220001,4.325
569,2011/7/25,392.18,4.145,123.449997,4.4,93.879997,0.66,-3.89,1.290001,4.229
570,2011/8/1,391.4,3.941,126.199997,4.21,101.309998,-0.78,7.430001,2.779999,4.311
571,2011/8/8,390.8,4.06,125.699997,4.08,99.580002,-0.6,-1.729996,-3.220001,4.205
572,2011/8/15,390.34,3.94,125.050003,4.01,98.779999,-0.46,-0.800003,-3.89,4.546
573,2011/8/22,389.59,3.931,124.75,4.01,96.910004,-0.75,-1.869995,7.430001,4.399
574,2011/8/29,389.7,3.872,126.150002,4.01,100.910004,0.11,4,-1.729996,4.145
575,2011/9/5,389.24,3.915,125.300003,3.96,108.559998,-0.46,7.649994,-0.800003,3.941
576,2011/9/12,389.35,3.809,124.5,3.95,106.720001,0.11,-1.839997,-1.869995,4.06
577,2011/9/19,389.29,3.701,123.949997,3.77,106.339996,-0.06,-0.380005,4,3.94
578,2011/9/26,388.87,3.666,123.5,3.81,108.089996,-0.42,1.75,7.649994,3.931
579,2011/10/3,388.98,3.481,118.699997,3.53,107.029999,0.11,-1.059997,-1.839997,3.872
580,2011/10/10,389.01,3.703,117.900002,3.48,105.230003,0.03,-1.799996,-0.380005,3.915
581,2011/10/17,389.23,3.629,117,3.62,102.459999,0.22,-2.770004,1.75,3.809
582,2011/10/24,389.44,3.923,117.550003,3.62,102.93,0.21,0.470001,-1.059997,3.701
583,2011/10/31,389.81,3.783,117.550003,3.47,103.110001,0.37,0.180001,-1.799996,3.666
584,2011/11/7,389.97,3.584,116.599998,3.42,104.870003,0.16,1.760002,-2.770004,3.481
585,2011/11/14,390.66,3.316,116.349998,3.1,97.940002,0.69,-6.930001,0.470001,3.703
586,2011/11/21,390.7,3.542,115.349998,2.92,94.779999,0.04,-3.160003,0.180001,3.629
587,2011/11/28,391.34,3.584,112.099998,3.37,92.57,0.64,-2.209999,1.760002,3.923
588,2011/12/5,391.56,3.317,111.199997,3.39,83.980003,0.22,-8.589997,-6.930001,3.783
589,2011/12/12,392.21,3.127,111.050003,3.08,82.699997,0.65,-1.280006,-3.160003,3.584
590,2011/12/19,392.65,3.114,111.25,3.04,83.269997,0.44,0.57,-2.209999,3.316
591,2011/12/26,392.4,2.989,111.5,3.04,79.209999,-0.25,-4.059998,-8.589997,3.542
592,2012/1/2,393.15,3.062,110.050003,2.92,83.75,0.75,4.540001,-1.280006,3.584
593,2012/1/9,393.57,2.67,107.400002,2.81,85.989998,0.42,2.239998,0.57,3.317
594,2012/1/16,393.17,2.343,106.550003,2.4,88.43,-0.4,2.440002,-4.059998,3.127
595,2012/1/23,393.53,2.678,106.099998,2.57,88.139999,0.36,-0.290001,4.540001,3.114
596,2012/1/30,393.43,2.499,101.349998,2.45,89.779999,-0.1,1.64,2.239998,2.989
597,2012/2/6,393.9,2.477,99.349998,2.51,92.199997,0.47,2.419998,2.440002,3.062
598,2012/2/13,393.68,2.684,99.25,2.52,92.730003,-0.22,0.530006,-0.290001,2.67
599,2012/2/20,394.61,2.55,99.349998,2.63,95.970001,0.93,3.239998,1.64,2.343
600,2012/2/27,394.45,2.484,96.550003,2.45,95.470001,-0.16,-0.5,2.419998,2.678
601,2012/3/5,393.73,2.324,97.300003,2.26,96.540001,-0.72,1.07,0.530006,2.499
602,2012/3/12,394.46,2.326,96.800003,2.11,96.620003,0.73,0.080002,3.239998,2.477
603,2012/3/19,394.98,2.275,96.650002,2.16,91.93,0.52,-4.690003,-0.5,2.684
604,2012/3/26,395.32,2.126,97.099998,2.06,92.480003,0.34,0.550003,1.07,2.55
605,2012/4/2,395.51,2.089,98.300003,1.97,89.330002,0.19,-3.150001,0.080002,2.484
606,2012/4/9,396.81,1.981,97.400002,1.93,91.849998,1.3,2.519996,-4.690003,2.324
607,2012/4/16,396.35,1.927,96.849998,1.86,88.730003,-0.46,-3.119995,0.550003,2.326
608,2012/4/23,396.8,2.186,96.25,2,85.650002,0.45,-3.080001,-3.150001,2.275
609,2012/4/30,397.11,2.279,88.900002,2.26,85.57,0.31,-0.080002,2.519996,2.126
610,2012/5/7,397.32,2.509,88.349998,2.33,89.279999,0.21,3.709999,-3.119995,2.089
611,2012/5/14,397.18,2.742,86.900002,2.49,87.739998,-0.14,-1.540001,-3.080001,1.981
