,Date,co2,NG_F,coal-f,NG_S,crude,co2_diff,crude_diff,crude_diff_3,NG_F_5
935,2018/7/30,407.65,2.853,94.449997,2.8,58.639999,-0.83,-4.260003,-2.57,2.924
936,2018/8/6,407.42,2.944,97,2.96,54.07,-0.23,-4.569999,4.209999,2.858
937,2018/8/13,407.26,2.946,98.199997,3,52.75,-0.16,-1.32,5.050004,2.752
938,2018/8/20,407.03,2.917,97,3.01,53.59,-0.23,0.84,-4.260003,2.757
939,2018/8/27,406.3,2.916,97.650002,2.97,53.310001,-0.73,-0.279999,-4.569999,2.822
940,2018/9/3,405.68,2.776,99.800003,2.94,55.810001,-0.62,2.5,-1.32,2.853
941,2018/9/10,405.58,2.767,99.550003,2.93,56.540001,-0.1,0.73,0.84,2.944
942,2018/9/17,405.88,2.977,100.199997,3.03,56.860001,0.3,0.32,-0.279999,2.946
943,2018/9/24,405.74,3.008,100.449997,3.06,57.049999,-0.14,0.189998,2.5,2.917
944,2018/10/1,405.69,3.143,101.25,3.23,58.009998,-0.05,0.959999,0.73,2.916
945,2018/10/8,405.77,3.161,99.150002,3.3,55.959999,0.08,-2.049999,0.32,2.776
946,2018/10/15,406.2,3.25,100.400002,3.26,59.02,0.43,3.060001,0.189998,2.767
947,2018/10/22,406.81,3.185,100.300003,3.32,60.209999,0.61,1.189999,0.959999,2.977
948,2018/10/29,406.67,3.284,96.099998,3.28,60.52,-0.14,0.310001,-2.049999,3.008
949,2018/11/5,407.18,3.719,91.75,3.58,61.68,0.51,1.16,3.060001,3.143
950,2018/11/12,408.94,4.272,89.599998,4.23,63.27,1.76,1.59,1.189999,3.161
951,2018/11/19,408.78,4.308,88.25,4.67,58.080002,-0.16,-5.189998,0.310001,3.25
952,2018/11/26,408.58,4.612,88.5,4.43,53.139999,-0.2,-4.940003,1.16,3.185
953,2018/12/3,408.68,4.488,86.550003,4.49,50.110001,0.1,-3.029998,1.59,3.284
954,2018/12/10,409.6,3.827,88.5,4.38,49.57,0.92,-0.540001,-5.189998,3.719
955,2018/12/17,409.51,3.816,88.050003,3.73,51.43,-0.09,1.86,-4.940003,4.272
956,2018/12/24,409.33,3.303,87.449997,3.26,46.75,-0.18,-4.68,-3.029998,4.308
957,2018/12/31,409.8,3.044,83.349998,2.92,31.129999,0.47,-15.620001,-0.540001,4.612
958,2019/1/7,410.86,3.099,82.550003,2.89,28.700001,1.06,-2.429998,1.86,4.488
959,2019/1/14,410.55,3.482,83.199997,3.5,23.360001,-0.31,-5.34,-4.68,3.827
960,2019/1/21,412.19,3.178,81.800003,3.19,20.09,1.64,-3.270001,-15.620001,3.816
961,2019/1/28,411.23,2.734,77.5,2.9,26.08,-0.96,5.99,-2.429998,3.303
962,2019/2/4,411.83,2.583,74.150002,2.59,22.41,0.6,-3.67,-5.34,3.044
963,2019/2/11,412.63,2.625,74.150002,2.65,-37.630001,0.8,-60.040001,-3.270001,3.099
964,2019/2/18,411.19,2.717,74.449997,2.71,12.78,-1.44,50.410001,5.99,3.482
965,2019/2/25,412.62,2.859,74.699997,2.91,20.389999,1.43,7.609999,-3.67,3.178
966,2019/3/4,412.37,2.865,72.349998,3.28,24.139999,-0.25,3.75,-60.040001,2.734
967,2019/3/11,412.37,2.795,71.449997,2.89,31.82,0,7.680001,50.410001,2.583
968,2019/3/18,412.02,2.753,70.75,2.86,35.439999,-0.35,3.619999,7.609999,2.625
969,2019/3/25,411.53,2.662,69.550003,2.71,38.189999,-0.49,2.75,3.75,2.717
970,2019/4/1,412.4,2.664,57,2.7,37.119999,0.87,-1.07,7.680001,2.859
971,2019/4/8,413.35,2.66,59.75,2.72,40.459999,0.95,3.34,3.619999,2.865
972,2019/4/15,413.82,2.49,59.5,2.62,39.700001,0.47,-0.759998,2.75,2.795
973,2019/4/22,413.99,2.566,58.299999,2.56,40.630001,0.17,0.93,-1.07,2.753
974,2019/4/29,414.52,2.567,60.849998,2.59,40.099998,0.53,-0.530003,3.34,2.662
975,2019/5/6,414.54,2.619,59.25,2.6,40.810001,0.02,0.710003,-0.759998,2.664
976,2019/5/13,415.62,2.631,58.400002,2.67,41.599998,1.08,0.789997,0.93,2.66
977,2019/5/20,414.97,2.598,57.599998,2.66,41.009998,-0.65,-0.59,-0.530003,2.49
978,2019/5/27,414.52,2.454,56.450001,2.66,41.939999,-0.45,0.930001,0.710003,2.566
979,2019/6/3,414.62,2.337,52.450001,2.45,42.889999,0.1,0.95,0.789997,2.567
980,2019/6/10,414.31,2.387,49.849998,2.41,42.619999,-0.31,-0.27,-0.59,2.619
981,2019/6/17,414.09,2.186,48.900002,2.4,42.610001,-0.22,-0.009998,0.930001,2.631
982,2019/6/24,413.65,2.308,48.900002,2.34,37.259998,-0.44,-5.350003,0.95,2.598
983,2019/7/1,413.66,2.418,56.299999,2.31,39.310001,0.01,2.050003,-0.27,2.454
984,2019/7/8,412.32,2.453,57.849998,2.47,40.599998,-1.34,1.289997,-0.009998,2.337
985,2019/7/15,412.38,2.251,58.349998,2.44,39.220001,0.06,-1.379997,-5.350003,2.387
986,2019/7/22,411.08,2.169,58.349998,2.3,39.43,-1.3,0.209999,2.050003,2.186
987,2019/7/29,410.29,2.121,58,2.24,40.830002,-0.79,1.400002,1.289997,2.308
988,2019/8/5,410.56,2.119,56.25,2.11,38.560001,0.27,-2.270001,-1.379997,2.418
989,2019/8/12,410.5,2.2,55.900002,2.21,36.810001,-0.06,-1.75,0.209999,2.453
990,2019/8/19,409.8,2.152,55.299999,2.27,40.290001,-0.7,3.48,1.400002,2.251
991,2019/8/26,409.68,2.285,54.25,2.28,41.34,-0.12,1.049999,-2.270001,2.169
992,2019/9/2,409.07,2.496,57.650002,2.46,43.060001,-0.61,1.720001,-1.75,2.121
993,2019/9/9,408.84,2.614,60.950001,2.64,45.34,-0.23,2.279999,3.48,2.119
994,2019/9/16,408.74,2.534,61.25,2.63,45.759998,-0.1,0.419998,1.049999,2.2
995,2019/9/23,408.55,2.404,60.349998,2.52,46.990002,-0.19,1.230004,1.720001,2.152
996,2019/9/30,408.2,2.352,59.700001,2.33,47.740002,-0.35,0.75,2.279999,2.285
997,2019/10/7,408.61,2.214,60.700001,2.26,47.619999,0.41,-0.120003,0.419998,2.496
998,2019/10/14,408.85,2.32,60.150002,2.25,47.619999,0.24,0,1.230004,2.614
999,2019/10/21,408.95,2.3,59.799999,2.25,52.25,0.1,4.630001,0.75,2.534
1000,2019/10/28,409.52,2.714,57.049999,2.62,52.77,0.57,0.52,-0.120003,2.404
1001,2019/11/4,410.13,2.789,55.75,2.82,56.9020006,0.61,4.1320006,0,2.352
1002,2019/11/11,410.42,2.688,55.900002,2.73,57.054,0.29,0.1519994,4.630001,2.214
1003,2019/11/18,410.41,2.665,56,2.58,57.1440002,-0.01,0.0900002,0.52,2.32
1004,2019/11/25,410.95,2.281,56.049999,2.49,58.17666633,0.54,1.03266613,4.1320006,2.3
1005,2019/12/2,411.29,2.334,54.200001,2.38,57.6239996,0.34,-0.55266673,0.1519994,2.714
1006,2019/12/9,411.55,2.296,53.650002,2.24,59.254,0.26,1.6300004,0.0900002,2.789
1007,2019/12/16,412.11,2.328,53.349998,2.28,60.7479996,0.56,1.4939996,1.03266613,2.688
1008,2019/12/23,412.43,2.158,53.650002,2.03,61.306667,0.32,0.5586674,-0.55266673,2.665
1009,2019/12/30,413.21,2.13,52.849998,2.05,61.7425,0.78,0.435833,1.6300004,2.281
1010,2020/1/6,413.6,2.202,53,2.09,60.8360008,0.39,-0.9064992,1.4939996,2.334
1011,2020/1/13,413.02,2.003,50.599998,2.06,58.2360008,-0.58,-2.6,0.5586674,2.296
1012,2020/1/20,413.87,1.893,50.25,1.93,56.21500025,0.85,-2.02100055,0.435833,2.328
1013,2020/1/27,414.26,1.841,50.400002,1.95,52.7300002,0.39,-3.48500005,-0.9064992,2.158
1014,2020/2/3,414.53,1.858,48.25,1.89,50.3480006,0.27,-2.3819996,-2.6,2.13
1015,2020/2/10,414.63,1.837,50.5,1.9,50.8299988,0.1,0.4819982,-2.02100055,2.202
1016,2020/2/17,414.29,1.905,48.349998,2,53.125,-0.34,2.2950012,-3.48500005,2.003
1017,2020/2/24,413.95,1.684,48.299999,1.88,48.382,-0.34,-4.743,-2.3819996,1.893
1018,2020/3/2,414.09,1.708,47.099998,1.8,43.39833333,0.14,-4.98366667,0.4819982,1.841
1019,2020/3/9,414.34,1.869,46.599998,1.86,32.01499983,0.25,-11.3833335,2.2950012,1.858
1020,2020/3/16,414.51,1.604,47.450001,1.82,24.17000033,0.17,-7.8449995,-4.743,1.837
1021,2020/3/23,415.78,1.634,47.900002,1.74,22.72000017,1.27,-1.45000016,-4.98366667,1.905
1022,2020/3/30,415.98,1.621,46.450001,1.63,22.9079998,0.2,0.18799963,-11.3833335,1.684
1023,2020/4/6,416.68,1.733,46.75,1.77,24.1379996,0.7,1.2299998,-7.8449995,1.708
1024,2020/4/13,416.51,1.753,45.599998,1.72,19.58666717,-0.17,-4.55133243,-1.45000016,1.869
1025,2020/4/20,416.12,1.746,44.950001,1.85,6.0266665,-0.39,-13.56000067,0.18799963,1.604
1026,2020/4/27,417.05,1.89,39.75,1.71,16.23833333,0.93,10.21166683,1.2299998,1.634
1027,2020/5/4,417.06,1.823,40.049999,1.84,23.6499995,0.01,7.41166617,-4.55133243,1.621
1028,2020/5/11,417.03,1.646,39,1.63,27.07666667,-0.03,3.42666717,-13.56000067,1.733
1029,2020/5/18,417.21,1.731,38.650002,1.78,32.985,0.18,5.90833333,10.21166683,1.753
1030,2020/5/25,417.67,1.849,38.599998,1.76,34.326,0.46,1.341,7.41166617,1.746
1031,2020/6/1,417.44,1.782,46.150002,1.7,37.81000017,-0.23,3.48400017,3.42666717,1.89
1032,2020/6/8,416.58,1.731,44.700001,1.7,37.47166567,-0.86,-0.3383345,5.90833333,1.823
1033,2020/6/15,416.5,1.669,45,1.52,38.6366665,-0.08,1.16500083,1.341,1.646
1034,2020/6/22,416.28,1.495,45.599998,1.57,38.98333283,-0.22,0.34666633,3.48400017,1.731
1035,2020/6/29,415.67,1.734,50.849998,1.71,39.9640008,-0.61,0.98066797,-0.3383345,1.849
1036,2020/7/6,415.47,1.805,48.849998,1.78,40.4216665,-0.2,0.4576657,1.16500083,1.782
1037,2020/7/13,414.76,1.718,49.299999,1.77,40.59499983,-0.71,0.17333333,0.34666633,1.731
1038,2020/7/20,414.11,1.808,49.549999,1.72,41.35666733,-0.65,0.7616675,0.98066797,1.669
1039,2020/7/27,413.45,1.799,49.900002,1.82,40.70333267,-0.66,-0.65333466,0.4576657,1.495
1040,2020/8/3,413.4,2.238,50.849998,2.13,41.61166633,-0.05,0.90833366,0.17333333,1.734
1041,2020/8/10,412.98,2.356,49.400002,2.17,42.123333,-0.42,0.51166667,0.7616675,1.805
1042,2020/8/17,412.62,2.448,48.75,2.39,42.6833335,-0.36,0.5600005,-0.65333466,1.718
1043,2020/8/24,412.19,2.657,49.049999,2.52,43.0699995,-0.43,0.386666,0.90833366,1.808
1044,2020/8/31,411.82,2.588,51.5,2.16,41.6039992,-0.37,-1.4660003,0.51166667,1.799
1045,2020/9/7,411.6,2.269,51.75,2.16,37.3599995,-0.22,-4.2439997,0.5600005,2.238
1046,2020/9/14,411.7,2.048,52.049999,1.93,39.5559998,0.1,2.1960003,0.386666,2.356
1047,2020/9/21,411.23,2.139,52.299999,1.68,39.88,-0.47,0.3240002,-1.4660003,2.448
1048,2020/9/28,411.29,2.438,56.400002,1.65,39.176,0.06,-0.704,-4.2439997,2.657
1049,2020/10/5,411.28,2.741,57.599998,1.91,40.3259994,-0.01,1.1499994,2.1960003,2.588
1050,2020/10/12,411.35,2.773,56.900002,2.17,40.5020004,0.07,0.176001,0.3240002,2.269
1051,2020/10/19,411.75,2.971,56.799999,2.74,40.5619994,0.4,0.059999,-0.704,2.048
1052,2020/10/26,411.71,3.354,56.349998,3.09,37.4959998,-0.04,-3.0659996,1.1499994,2.139
1053,2020/11/2,411.99,2.888,50.900002,2.78,37.9100006,0.28,0.4140008,0.176001,2.438
1054,2020/11/9,412.98,2.995,52.799999,2.75,40.8700006,0.99,2.96,0.059999,2.741
1055,2020/11/16,412.76,2.65,52.900002,2.39,41.6960008,-0.22,0.8260002,-3.0659996,2.773
1056,2020/11/23,414.07,2.843,53.799999,2.39,44.56,1.31,2.8639992,0.4140008,2.971
1057,2020/11/30,413.97,2.575,63.099998,2.69,45.413999,-0.1,0.853999,2.96,3.354
1058,2020/12/7,413.63,2.591,65.150002,2.44,46.045999,-0.34,0.632,0.8260002,2.888
1059,2020/12/14,414.15,2.7,66,2.7,47.978,0.52,1.932001,2.8639992,2.995
1060,2020/12/21,414.84,2.518,66.199997,2.72,47.626667,0.69,-0.351333,0.853999,2.65
1061,2020/12/28,415.33,2.539,66.220001,2.38,48.13500025,0.49,0.50833325,0.632,2.843
1062,2021/1/4,415.38,2.7,68.5,2.74,50.2500008,0.05,2.11500055,1.932001,2.575
1063,2021/1/11,415.07,2.737,68.400002,2.82,52.86,-0.31,2.6099992,-0.351333,2.591
1064,2021/1/18,415.42,2.446,67.550003,2.54,52.90500075,0.35,0.04500075,0.50833325,2.7
1065,2021/1/25,416.01,2.564,67.800003,2.71,52.6900005,0.59,-0.21500025,2.11500055,2.518
1066,2021/1/25,416.01,2.564,66.5,3.12,61.62044139,0,8.93044089,2.6099992,2.539
1067,2021/1/25,416.01,2.564,67,3.12,61.62044139,0,0,0.04500075,2.7
1068,2021/1/25,416.01,2.564,66,3.12,61.62044139,0,0,-0.21500025,2.737
