Date,Heating Oil Price,Gold Price,USD_Index,Refinary Operation Capacity
4/21/14,2.9866,1300.699951,79.769997,91
4/28/14,2.9223,1302.599976,79.519997,91
5/5/14,2.9068,1287.300049,79.900002,90.2
5/12/14,2.9536,1293.300049,80.040001,88.8
5/19/14,2.9549,1291.599976,80.389999,88.7
5/26/14,2.8846,1245.599976,80.370003,89.9
6/2/14,2.8712,1252.099976,80.410004,90.8
6/9/14,2.9876,1273.699951,80.580002,87.9
6/16/14,3.0512,1316.199951,80.370003,87.1
6/23/14,2.9976,1319,80.040001,88.5
6/30/14,2.9284,1320.400024,80.209999,91.4
7/7/14,2.8609,1337,80.190002,91.6
7/14/14,2.8452,1309.199951,80.519997,93.8
7/21/14,2.9157,1303.099976,81.029999,93.8
7/28/14,2.8661,1293.599976,81.300003,93.5
8/4/14,2.8769,1308.900024,81.389999,92.4
8/11/14,2.848,1304.5,81.419998,91.6
8/18/14,2.8279,1278.599976,82.339996,93.4
8/25/14,2.8569,1285.800049,82.75,93.5
9/1/14,2.8192,1265.800049,83.760002,93.3
9/8/14,2.7405,1229.900024,84.239998,93.9
9/15/14,2.7166,1215.300049,84.800003,93
9/22/14,2.7005,1214.099976,85.639999,93.4
9/29/14,2.6163,1192.199951,86.690002,89.8
10/6/14,2.5602,1221,85.910004,89.3
10/13/14,2.4976,1238.300049,85.190002,88.1
10/20/14,2.4819,1231.199951,85.730003,86.7
10/27/14,2.5145,1171.099976,86.879997,86.6
11/3/14,2.4995,1169.599976,87.639999,88.4
11/10/14,2.4161,1185,87.529999,90.1
11/17/14,2.4045,1197.5,88.309998,91.2
11/24/14,2.2308,1175.199951,88.360001,91.5
12/1/14,2.1078,1190.099976,89.330002,93.4
12/8/14,2.016,1222,88.360001,95.4
12/15/14,1.9622,1195.900024,89.599998,93.5
12/22/14,1.9079,1195.300049,90.029999,93.5
12/29/14,1.7957,1186,91.080002,94.4
1/5/15,1.703,1216,91.940002,93.9
1/12/15,1.6656,1276.900024,92.519997,91
1/19/15,1.6467,1292.599976,95,85.5
1/26/15,1.6863,1278.5,94.800003,88
2/2/15,1.8391,1233.900024,94.699997,89.9
2/9/15,1.9714,1226.5,94.199997,90
2/16/15,2.1118,1204.400024,94.25,88.7
2/23/15,2.2989,1212.599976,95.25,87.4
3/2/15,1.869,1164.099976,97.620003,86.6
3/9/15,1.713,1152.599976,100.330002,87.8
3/16/15,1.7343,1184.800049,97.910004,88.1
3/23/15,1.7275,1199.800049,97.290001,89
3/30/15,1.6825,1200.900024,96.75,89.4
4/6/15,1.7661,1204.599976,99.389999,90.1
4/13/15,1.8824,1202.900024,97.519997,92.3
4/20/15,1.9283,1175.199951,96.919998,91.2
4/27/15,1.9822,1174.5,95.300003,91.3
5/4/15,1.9537,1189.099976,94.790001,93
5/11/15,2.0048,1225.5,93.139999,91.2
5/18/15,1.9525,1204.300049,96.010002,92.4
5/25/15,1.9553,1189.400024,96.910004,93.6
6/1/15,1.8696,1167.800049,96.309998,93.2
6/8/15,1.8892,1178.800049,94.970001,94.6
6/15/15,1.8669,1201.5,94.089996,93.1
6/22/15,1.8628,1172.900024,95.470001,94
6/29/15,1.8399,1163,95.949997,95
7/6/15,1.7399,1157.699951,96.029999,94.7
7/13/15,1.6641,1131.800049,97.860001,95.3
7/20/15,1.6302,1085.599976,97.239998,95.5
7/27/15,1.584,1094.900024,97.370003,95.1
8/3/15,1.5436,1094.099976,97.559998,96.1
8/10/15,1.5579,1112.900024,96.57,96.1
8/17/15,1.4624,1159.599976,94.830002,95.1
8/24/15,1.5764,1133.099976,96.110001,94.5
8/31/15,1.596,1120.599976,96.230003,92.8
9/7/15,1.55,1103.5,95.190002,90.9
9/14/15,1.4907,1138.099976,94.860001,93.1
9/21/15,1.5225,1146,96.269997,90.9
9/28/15,1.5199,1137.099976,95.830002,89.8
10/5/15,1.5909,1156.300049,94.809998,87.5
10/12/15,1.4966,1183.599976,94.540001,86
10/19/15,1.4544,1163.300049,97.07,86.4
10/26/15,1.4994,1141.5,96.949997,87.6
11/2/15,1.4896,1087.599976,99.160004,88.7
11/9/15,1.3813,1080.800049,98.989998,89.5
11/16/15,1.3713,1076.400024,99.57,90.3
11/23/15,1.3524,1056.199951,100.019997,92
11/30/15,1.3424,1084.5,98.349998,94.5
12/7/15,1.1456,1076.900024,97.57,93.1
12/14/15,1.1071,1066.199951,98.699997,91.9
12/21/15,1.1009,1077.199951,97.980003,91.3
12/28/15,1.1007,1060.300049,98.629997,92.6
1/4/16,1.0521,1097.800049,98.540001,92.5
1/11/16,0.9343,1091.5,98.959999,91.2
1/18/16,0.9957,1097.199951,99.57,90.6
1/25/16,1.0551,1116.400024,99.610001,87.4
2/1/16,1.059,1157.800049,97.029999,86.6
2/8/16,1.0693,1239.099976,95.980003,86.1
2/15/16,1.0255,1230.400024,96.599998,88.3
2/22/16,1.0512,1219.800049,98.150002,87.3
2/29/16,1.1613,1269.900024,97.339996,88.3
3/7/16,1.218,1258.699951,96.169998,89.1
3/14/16,1.2391,1253.800049,94.989998,89
3/21/16,1.1979,1221.400024,96.139999,88.4
3/28/16,1.1317,1222.199951,94.620003,90.4
4/4/16,1.2004,1242.5,94.239998,91.4
4/11/16,1.2322,1233.099976,94.699997,89.2
4/18/16,1.3089,1228.699951,95.120003,89.4
4/25/16,1.3779,1289.199951,93.080002,88.1
5/2/16,1.3373,1292.900024,93.889999,89.7
5/9/16,1.4031,1271.900024,94.610001,89.1
5/16/16,1.49,1252.400024,95.309998,90.5
5/23/16,1.494,1213.800049,95.519997,89.7
5/30/16,1.4881,1240.099976,94.029999,89.8
6/6/16,1.516,1273.400024,94.599998,90.9
6/13/16,1.4817,1292.5,94.209999,90.2
6/20/16,1.4553,1320,95.449997,91.3
6/27/16,1.5115,1336.699951,95.650002,93
7/4/16,1.4123,1356.599976,96.300003,92.5
7/11/16,1.3974,1326.5,96.580002,92.3
7/18/16,1.357,1323.099976,97.470001,93.2
7/25/16,1.276,1349,95.529999,92.4
8/1/16,1.317,1336.400024,96.190002,93.3
8/8/16,1.4086,1335.800049,95.720001,92.2
8/15/16,1.5196,1340.400024,94.510002,93.5
8/22/16,1.4972,1321.5,95.57,92.5
8/29/16,1.4096,1322.099976,95.879997,92.8
9/5/16,1.4304,1330.099976,95.339996,93.7
9/12/16,1.4051,1305.800049,96.110001,92.9
9/19/16,1.4073,1337.199951,95.480003,92
9/26/16,1.5279,1313.300049,95.459999,90.1
10/3/16,1.5793,1248.900024,96.519997,88.3
10/10/16,1.5673,1253.099976,98.019997,85.5
10/17/16,1.574,1265.900024,98.699997,85
10/24/16,1.5422,1275.5,98.349998,85.6
10/31/16,1.4303,1303.300049,97.07,85.2
11/7/16,1.4012,1223.5,98.989998,87.1
11/14/16,1.4577,1208.5,101.209999,89.2
11/21/16,1.47,1178.199951,101.489998,90.8
11/28/16,1.6581,1175.099976,100.769997,89.8
12/5/16,1.6374,1159.400024,101.57,90.4
12/12/16,1.6723,1135.300049,102.949997,90.5
12/19/16,1.6628,1131.900024,103.010002,91.5
12/26/16,1.7043,1150,102.389999,91
1/2/17,1.7032,1171.900024,102.220001,92
1/9/17,1.6514,1195.300049,101.18,93.6
1/16/17,1.6459,1204.300049,100.739998,90.7
1/23/17,1.6189,1188.099976,100.529999,88.3
1/30/17,1.6651,1218.5,99.870003,88.2
2/6/17,1.6659,1234.400024,100.800003,87.7
2/13/17,1.6364,1237.599976,100.949997,85.4
2/20/17,1.6404,1256.900024,101.089996,84.3
2/27/17,1.5936,1225.5,101.540001,86
3/6/17,1.5036,1200.699951,101.25,85.9
3/13/17,1.5085,1229.800049,100.300003,85.1
3/20/17,1.4976,1248.199951,99.629997,87.4
3/27/17,1.5736,1247.300049,100.349998,89.3
4/3/17,1.6284,1254.300049,101.18,90.8
4/10/17,1.6495,1285.900024,100.559998,91
4/17/17,1.5533,1287.400024,99.980003,92.9
4/24/17,1.504,1266.099976,99.050003,94.1
5/1/17,1.4366,1224.800049,98.650002,93.3
5/8/17,1.4933,1226.199951,99.25,91.5
5/15/17,1.5827,1252.699951,97.150002,93.4
5/22/17,1.5633,1267.599976,97.400002,93.5
5/29/17,1.4848,1276.800049,96.720001,95
6/5/17,1.4312,1268.5,97.269997,94.1
6/12/17,1.427,1254,97.160004,94.4
6/19/17,1.3717,1256.199951,97.300003,94
6/26/17,1.4755,1240.699951,95.660004,92.5
7/3/17,1.4482,1208.599976,96.010002,93.6
7/10/17,1.515,1226.599976,95.110001,94.5
7/17/17,1.5152,1254.300049,93.940002,94
7/24/17,1.6397,1268.400024,93.260002,94.3
7/31/17,1.6486,1258.300049,93.540001,95.4
8/7/17,1.6346,1287.699951,93.07,96.3
8/14/17,1.6204,1285.699951,93.43,96.1
8/21/17,1.6223,1292.5,92.739998,95.4
8/28/17,1.7468,1324.5,92.809998,96.6
9/4/17,1.7657,1346,91.330002,79.7
9/11/17,1.7988,1320.400024,91.870003,77.7
9/18/17,1.8163,1293.300049,92.169998,83.2
9/25/17,1.8117,1281.5,93.080002,88.6
10/2/17,1.7439,1271.599976,93.800003,88.1
10/9/17,1.797,1301.5,93.089996,89.2
10/16/17,1.8052,1277.400024,93.699997,84.5
10/23/17,1.8669,1268.5,94.919998,87.8
10/30/17,1.8866,1266.5,94.940002,88.1
11/6/17,1.9349,1272.400024,94.389999,89.6
11/13/17,1.9466,1295.800049,93.660004,91
11/20/17,1.9529,1286.699951,92.760002,91.3
11/27/17,1.9413,1278.800049,92.900002,92.6
12/4/17,1.9288,1245.199951,93.900002,93.8
12/11/17,1.9035,1254.300049,93.93,93.4
12/18/17,1.9694,1275.400024,93.349998,94.1
12/25/17,2.0755,1306.300049,92.120003,95.7
1/1/18,2.0587,1320.300049,91.949997,96.7
1/8/18,2.085,1333.400024,90.970001,95.3
1/15/18,2.0584,1331.900024,90.57,93
1/22/18,2.136,1351.599976,89.07,90.9
1/29/18,2.0535,1333.699951,89.199997,88.1
2/5/18,1.8551,1313.099976,90.440002,92.5
2/12/18,1.9104,1353.199951,89.099998,89.8
2/19/18,1.9694,1328.199951,89.879997,88.1
2/26/18,1.8796,1321.099976,89.940002,87.8
3/5/18,1.8866,1322.400024,90.089996,88
3/12/18,1.9118,1311.300049,90.230003,90
3/19/18,2.0184,1349.300049,89.440002,91.7
3/26/18,2.0284,1322.800049,89.970001,92.3
4/2/18,1.9578,1331.900024,90.110001,93
4/9/18,2.1002,1344.800049,89.800003,93.5
4/16/18,2.123,1336.699951,90.32,92.4
4/23/18,2.1509,1320.300049,91.540001,90.8
4/30/18,2.154,1312.699951,92.57,91.1
5/7/18,2.222,1319,92.540001,90.4
5/14/18,2.2655,1290.199951,93.639999,91.1
5/21/18,2.2098,1303.300049,94.190002,91.8
5/28/18,2.1763,1294.800049,94.190002,93.9
6/4/18,2.1643,1298.099976,93.550003,95.4
6/11/18,2.087,1274.599976,94.790001,95.7
6/18/18,2.1254,1267.400024,94.519997,96.7
6/25/18,2.2093,1251.300049,94.629997,97.5
7/2/18,2.1684,1254.300049,94.040001,97.1
7/9/18,2.1334,1239.599976,94.75,96.7
7/16/18,2.1044,1229.5,94.459999,94.3
7/23/18,2.1552,1222.599976,94.68,93.8
7/30/18,2.1269,1214.199951,95.139999,96.1
8/6/18,2.1397,1211.099976,96.360001,96.6
8/13/18,2.0982,1176.5,96.099998,98.1
8/20/18,2.2022,1206.300049,95.150002,98.1
8/27/18,2.2413,1200.300049,95.139999,96.3
9/3/18,2.2182,1193.599976,95.370003,96.6
9/10/18,2.2092,1195,94.980003,97.6
9/17/18,2.226,1196.199951,94.220001,95.4
9/24/18,2.3518,1191.5,95.190002,90.4
10/1/18,2.3923,1201.199951,95.620003,90.4
10/8/18,2.3213,1218.099976,95.220001,88.8
10/15/18,2.302,1225.300049,95.709999,88.8
10/22/18,2.303,1232.5,96.360001,89.2
10/29/18,2.1728,1230.900024,96.540001,89.4
11/5/18,2.1728,1206.400024,96.910004,90
11/12/18,2.0737,1220.800049,96.470001,90.1
11/19/18,1.8762,1221,96.919998,92.7
11/26/18,1.8455,1220.199951,97.269997,95.6
12/3/18,1.8862,1246.800049,96.510002,95.5
12/10/18,1.8453,1237,97.440002,95.1
12/17/18,1.7327,1253.800049,96.959999,95.4
12/24/18,1.6647,1279.900024,96.389999,95.1
12/31/18,1.7692,1282.699951,96.190002,97.2
1/7/19,1.8797,1287.099976,95.669998,96.1
1/14/19,1.916,1281.300049,96.339996,94.6
1/21/19,1.8919,1297.400024,95.790001,92.9
1/28/19,1.9127,1316.900024,95.580002,90.1
2/4/19,1.9085,1313.699951,96.639999,90.7
2/11/19,2.0203,1318.099976,96.919998,85.9
2/18/19,2.0311,1329.199951,96.510002,85.9
2/25/19,2.001,1296.400024,96.529999,87.1
3/4/19,1.9998,1297,97.370003,87.5
3/11/19,1.9677,1301.800049,96.599998,87.6
3/18/19,1.9659,1311.599976,96.650002,88.9
3/25/19,1.9734,1293,97.279999,86.6
4/1/19,2.0424,1290.400024,97.400002,86.4
4/8/19,2.0707,1290.599976,96.970001,87.5
4/15/19,2.0709,1271.900024,97.470001,87.7
4/22/19,2.0512,1284.900024,98.010002,90.1
4/29/19,2.0702,1279.199951,97.519997,89.2
5/6/19,2.0504,1285.699951,97.330002,88.9
5/13/19,2.0955,1274.5,98,90.5
5/20/19,1.9713,1283,97.610001,89.9
5/27/19,1.8418,1305.800049,97.75,91.2
6/3/19,1.8248,1341.199951,96.610001,91.8
6/10/19,1.8294,1340.099976,97.57,93.2
6/17/19,1.9158,1396.199951,96.220001,93.9
6/24/19,1.9446,1409.699951,96.129997,94.2
7/1/19,1.905,1396.699951,97.25,94.2
7/8/19,1.9801,1409.900024,96.809998,94.7
7/15/19,1.8896,1425.099976,97.150002,94.4
7/22/19,1.9044,1418.5,98.010002,93.1
7/29/19,1.8902,1445.599976,98.099998,93
8/5/19,1.808,1496.599976,97.489998,96.4
8/12/19,1.8128,1512.5,98.139999,94.8
8/19/19,1.8156,1526.599976,97.639999,95.9
8/26/19,1.8282,1519.099976,98.919998,95.2
9/2/19,1.9003,1506.199951,98.389999,94.8
9/9/19,1.8778,1490.900024,98.260002,95.1
9/16/19,1.9863,1507.300049,98.510002,91.2
9/23/19,1.9416,1499.099976,99.110001,89.8
9/30/19,1.8945,1506.199951,98.809998,86.4
10/7/19,1.9576,1482.699951,98.300003,85.7
10/14/19,1.9471,1488.199951,97.279999,83.1
10/21/19,1.9796,1499.5,97.830002,85.2
10/28/19,1.9331,1508,97.239998,87.7
11/4/19,1.9181,1461.300049,98.349998,86
11/11/19,1.948,1467.300049,98,87.8
11/18/19,1.9294,1463.099976,98.269997,89.5
11/25/19,1.8789,1465.599976,98.269997,89.3
12/2/19,1.9521,1459.099976,97.699997,91.9
12/9/19,1.9864,1475.599976,97.169998,90.6
12/16/19,2.0218,1474.699951,97.709999,90.6
12/23/19,2.0496,1513.800049,96.919998,93.3
12/30/19,2.0614,1549.199951,96.839996,94.5
1/6/20,1.9284,1557.5,97.360001,93
1/13/20,1.8592,1558.800049,97.610001,92.2
1/20/20,1.734,1571.099976,97.849998,90.5
1/27/20,1.6245,1582.900024,97.389999,87.2
2/3/20,1.6433,1568.599976,98.68,87.4
2/10/20,1.6982,1582.699951,99.120003,88
2/17/20,1.6866,1644.599976,99.260002,89.4
2/24/20,1.4906,1564.099976,98.129997,87.9
3/2/20,1.3852,1670.800049,95.949997,86.9
3/9/20,1.1374,1515.699951,98.75,86.4
3/16/20,1.0063,1484,102.82,86.4
3/23/20,1.0685,1623.900024,98.370003,87.3
3/30/20,1.0706,1633.699951,100.580002,82.3
4/6/20,0.9726,1736.199951,99.470001,75.6
4/13/20,0.9563,1689.199951,99.779999,69.1
4/20/20,0.6467,1723.5,100.379997,67.6
4/27/20,0.7961,1694.5,98.800003,69.6
5/4/20,0.8993,1709.900024,99.730003,70.5
5/11/20,0.9204,1753.400024,100.400002,67.9
5/18/20,0.982,1734.599976,99.860001,69.4
5/25/20,0.9647,1736.900024,98.339996,71.3
6/1/20,1.1506,1676.199951,96.940002,71.8
6/8/20,1.1014,1729.300049,97.32,73.1
6/15/20,1.2114,1745.900024,97.620003,73.8
6/22/20,1.1363,1772.5,97.5,74.6
6/29/20,1.2311,1784,97.32,75.5
7/6/20,1.2412,1798.199951,96.650002,77.5
7/13/20,1.2191,1808.300049,95.940002,78.1
7/20/20,1.2563,1897.300049,94.440002,77.9
7/27/20,1.2171,1962.800049,93.489998,79.5
8/3/20,1.2199,2010.099976,93.440002,79.6
8/10/20,1.2367,1937,93.099998,81
8/17/20,1.208,1934.599976,93.25,80.9
8/24/20,1.2162,1964.599976,92.370003,82
8/31/20,1.1515,1923.900024,92.720001,76.7
9/7/20,1.0896,1937.800049,93.330002,71.8
9/14/20,1.159,1952.099976,92.93,75.8
9/21/20,1.1262,1857.699951,94.580002,74.8
9/28/20,1.085,1900.199951,93.839996,75.8
10/5/20,1.1933,1919.5,93.059998,77.1
10/12/20,1.1791,1900.800049,93.68,75.1
10/19/20,1.1513,1902,92.769997,72.9
10/26/20,1.0813,1877.400024,94.040001,74.6
11/2/20,1.1426,1950.300049,92.230003,75.3
11/9/20,1.2042,1885.699951,92.760002,74.5
11/16/20,1.2863,1872.599976,92.389999,77.4
11/23/20,1.3805,1781.900024,91.790001,78.7
11/30/20,1.403,1835.900024,90.699997,78.2
12/7/20,1.4369,1839.800049,90.980003,79.9
12/14/20,1.513,1885.699951,90.019997,79.1
12/21/20,1.49,1879.900024,90.330002,78
12/28/20,1.4763,1893.099976,89.940002,79.4
